id_sim,year,month,day,seed,Gini Index,Top20/Bottom20 Ratio,Bankruptcy Risk,CV Profit
64,2027,11,17,2.3275888066568E18,0.022934646545336404,1.121427390992238,0.0,0.03211795173980039
61,2027,11,17,6.977615103056312E17,0.023761483162282136,1.127508791633148,0.0,0.03304374308440179
60,2027,11,17,8.709926167270339E18,0.022971772793630784,1.1216059957525306,0.0,0.03223840495044539
78,2027,11,17,2.857941005564493E18,0.021526289892637097,1.1135162251729354,0.0,0.03008040471798823
74,2027,11,17,8.619173836053503E18,0.03142288713042874,1.1705680229136863,0.0,0.04423881609922767
70,2027,11,17,2.2009420763865405E18,0.023533081178922218,1.1241683857231946,0.0,0.0330954868439225
69,2027,11,18,7.388801749022034E17,0.021243499381552323,1.1130550688180392,0.0,0.029445537473345763
67,2027,11,18,2.7812977706100634E18,0.023416601758068752,1.1250493260643566,0.0,0.03241516924142784
66,2027,11,18,3.967985631945377E18,0.02475769183992227,1.1333152666969086,0.0,0.03442645657501917
65,2027,11,18,4.86643095885923E18,0.024587226542188062,1.1306660303713962,0.0,0.03424356572507989
79,2027,11,18,9.054830946953192E18,0.01881217316403227,1.0992631367213075,0.0,0.026079991776467387
77,2027,11,18,6.522181452910449E18,0.023068873387682397,1.1223674635231995,0.0,0.032278897127428076
75,2027,11,18,8.305991534382669E18,0.022418795446899984,1.1193422243647317,0.0,0.03145980550490296
72,2027,11,18,6.261277189363532E18,0.02059548862086433,1.1083836649034717,0.0,0.029073197861908175
68,2027,11,19,6.65317065901527E17,0.02322972819406029,1.122723990518755,0.0,0.0328014681334003
63,2027,11,19,1.858714168763392E18,0.02492483447395033,1.132302142820376,0.0,0.0352233854027944
62,2027,11,19,4.90388125562359E18,0.01983366363002353,1.1054527981474387,0.0,0.02750331584396713
73,2027,11,19,7.421366990471719E18,0.01992653644490406,1.1051142901346938,0.0,0.027767549451466294
71,2027,11,19,4.2848121755587553E18,0.020165423005555832,1.1068031000151353,0.0,0.028093763242193828
76,2027,11,20,4.2692437014197545E18,0.023934087632101843,1.126704323666043,0.0,0.03369854292219798
63,2028,11,15,1.858714168763392E18,0.024421718543805523,1.131832664980824,0.0,0.03392538505296293
60,2028,11,15,8.709926167270339E18,0.02099857166274208,1.1105727714911071,0.0,0.029409450181049564
79,2028,11,15,9.054830946953192E18,0.018557740391829204,1.0974381971263005,0.0,0.025995798377521077
70,2028,11,15,2.2009420763865405E18,0.0256658878980264,1.1371447018412166,0.0,0.03586130652150323
69,2028,11,16,7.388801749022034E17,0.025362222434843436,1.1349061443495325,0.0,0.035393248405156646
68,2028,11,16,6.65317065901527E17,0.024840827527945464,1.1334439929543718,0.0,0.034343094713651566
67,2028,11,16,2.7812977706100634E18,0.023903601200123217,1.1256279725940264,0.0,0.033684698796376346
66,2028,11,16,3.967985631945377E18,0.027258734297644433,1.149530390161345,0.0,0.037370009229923305
65,2028,11,16,4.86643095885923E18,0.024784615329563713,1.1328401282624314,0.0,0.03446562789734931
61,2028,11,16,6.977615103056312E17,0.032175365870229636,1.173078259767959,0.0,0.045417098356681264
78,2028,11,16,2.857941005564493E18,0.02372328276925954,1.1258957722015273,0.0,0.033152352969796225
77,2028,11,16,6.522181452910449E18,0.02162168086476487,1.1150635134976095,0.0,0.030157851068060803
76,2028,11,16,4.2692437014197545E18,0.02377825821285109,1.126705204690639,0.0,0.033083388583151845
75,2028,11,16,8.305991534382669E18,0.024379722757989945,1.1299800594079443,0.0,0.03405020994646984
71,2028,11,16,4.2848121755587553E18,0.02533669602299654,1.135239483745443,0.0,0.03574329434617457
64,2028,11,17,2.3275888066568E18,0.021681435955433412,1.1136778082486938,0.0,0.030539624612538594
62,2028,11,17,4.90388125562359E18,0.021577675356607436,1.1138181014801574,0.0,0.030153376190952343
74,2028,11,17,8.619173836053503E18,0.028129911102064507,1.1522091075985865,0.0,0.039362539939816414
73,2028,11,17,7.421366990471719E18,0.02220993490854469,1.1168171874033455,0.0,0.03135124194926043
72,2028,11,17,6.261277189363532E18,0.023702017981763066,1.126306206579618,0.0,0.03331929242262435
61,2029,11,15,6.977615103056312E17,0.03932871595807067,1.219098044667811,0.0,0.05541171243026789
78,2029,11,15,2.857941005564493E18,0.024819062612668242,1.1329239692299413,0.0,0.03463010634557322
70,2029,11,15,2.2009420763865405E18,0.02306600537744605,1.1225253401428599,0.0,0.03243880343031203
69,2029,11,16,7.388801749022034E17,0.024056456853574267,1.1278868317230557,0.0,0.0338913849720964
68,2029,11,16,6.65317065901527E17,0.02549384056518805,1.136186737457759,0.0,0.03597706853267047
67,2029,11,16,2.7812977706100634E18,0.022794938753371647,1.1212050403907932,0.0,0.03196928000297822
66,2029,11,16,3.967985631945377E18,0.029902487889858196,1.159391585071832,0.0,0.04276132134836721
63,2029,11,16,1.858714168763392E18,0.030675613408363164,1.167190279562219,0.0,0.04221591672675452
75,2029,11,16,8.305991534382669E18,0.025037614121988436,1.134127758095615,0.0,0.03510380479773859
72,2029,11,16,6.261277189363532E18,0.022132400730717105,1.117862230532587,0.0,0.030711425690712394
64,2029,11,17,2.3275888066568E18,0.024899797806693276,1.132875914071648,0.0,0.03475207769571866
62,2029,11,17,4.90388125562359E18,0.02240020609294871,1.1170145972823848,0.0,0.03172917617233806
60,2029,11,17,8.709926167270339E18,0.02230247488351212,1.1173670863186662,0.0,0.031170757227788948
79,2029,11,17,9.054830946953192E18,0.01673552269453582,1.087301801908854,0.0,0.023377246131517378
77,2029,11,17,6.522181452910449E18,0.02569274564789928,1.1385771735905905,0.0,0.035827039835936034
76,2029,11,17,4.2692437014197545E18,0.02213847620007889,1.11738861551942,0.0,0.03096795107301149
74,2029,11,17,8.619173836053503E18,0.022950358797737345,1.121221163487329,0.0,0.03212977326973984
71,2029,11,17,4.2848121755587553E18,0.020204193000788268,1.106548455033694,0.0,0.028082925642443322
65,2029,11,18,4.86643095885923E18,0.02624489425354296,1.1403082112447045,0.0,0.036677846516016924
73,2029,11,18,7.421366990471719E18,0.022062968207861536,1.1168909141655665,0.0,0.03080249723895731
72,2030,11,14,6.261277189363532E18,0.023492908188661878,1.1251549886229766,0.0,0.03274203452034461
69,2030,11,15,7.388801749022034E17,0.024053822081572827,1.127330500636216,0.0,0.03381044651747236
68,2030,11,15,6.65317065901527E17,0.024872178366104815,1.132414372322647,0.0,0.03491274441605646
63,2030,11,15,1.858714168763392E18,0.03324203832115934,1.1809046848852496,0.0,0.04635929193985318
62,2030,11,15,4.90388125562359E18,0.02722833028989417,1.14533051801404,0.0,0.038090556849686014
60,2030,11,15,8.709926167270339E18,0.02083773220440323,1.1104318811361986,0.0,0.029006958627177313
75,2030,11,15,8.305991534382669E18,0.023062178486125455,1.1224380619455818,0.0,0.03226056398152637
71,2030,11,15,4.2848121755587553E18,0.021371265356622343,1.1134525050972754,0.0,0.029801281239470893
67,2030,11,16,2.7812977706100634E18,0.025134856191578004,1.1340871186527026,0.0,0.034980513383959584
66,2030,11,16,3.967985631945377E18,0.02550921090960947,1.1359936179609849,0.0,0.03541388337335695
65,2030,11,16,4.86643095885923E18,0.03208655919621664,1.1735193783374354,0.0,0.04504650833482779
77,2030,11,16,6.522181452910449E18,0.025503283086971088,1.1366048122936963,0.0,0.03559457134279087
64,2030,11,17,2.3275888066568E18,0.020700113233184568,1.108819062307277,0.0,0.028821547298335866
61,2030,11,17,6.977615103056312E17,0.03438805288154407,1.1876017317643635,0.0,0.04816374850590401
