id_sim,year,month,day,seed,Gini Index,Top20/Bottom20 Ratio,Bankruptcy Risk,CV Profit
258,2027,8,3,6.784113119771871E18,0.07255304806609655,1.5226995767857328,0.0,0.1068094663102115
246,2027,8,3,4.4904735328533463E18,0.06332279312236332,1.4219556519571555,0.0,0.08888523119929552
252,2027,8,3,7.785515223895154E18,0.04852982155377715,1.3022726356940224,0.0,0.06799363156753904
242,2027,8,4,7.551686037947802E18,0.06538589047681947,1.443537699329712,0.0,0.09237046484204747
244,2027,8,4,1.8191142937400033E18,0.023921711601306093,1.1265017575950742,0.0,0.03399028609705887
254,2027,8,4,5.836111949060572E18,0.07269270650058353,1.5239742977274167,0.0,0.10664023724567633
240,2027,8,5,8.160192525120971E18,0.02326993119849299,1.1234705825981575,0.0,0.03311895044554076
247,2027,8,5,3.8962303467200983E18,0.022957296978436296,1.1232411264086795,0.0,0.03222308947932443
241,2027,8,6,3.1672676456999844E18,0.02105559182312919,1.1103424884244781,0.0,0.029814910823984044
243,2027,8,6,3.8076780415005327E18,0.0286758023183495,1.1545426921724486,0.0,0.04059520720519344
253,2027,8,6,1.9062697412338442E18,0.02396472806331166,1.1262691476649307,0.0,0.033844904406042535
255,2027,8,6,7.810180881598322E18,0.021782299029368624,1.1153828076269507,0.0,0.030716208211180266
248,2027,8,6,1.4244601342993418E18,0.02390331758187719,1.1257484499494703,0.0,0.03405963842142853
249,2027,8,6,3.6912901621011497E18,0.026110416952916674,1.1407628040598206,0.0,0.03710386347129601
251,2027,8,6,3.1962213724053494E18,0.02211420125516944,1.1176945687857838,0.0,0.030967798005648275
257,2027,8,7,5.392312879540745E18,0.01947429439338059,1.1028144305159993,0.0,0.027323271857707707
259,2027,8,7,8.805755481983441E18,0.024353910035851457,1.12938228786262,0.0,0.03447054070602007
245,2027,8,7,8.00272729626966E18,0.024716689702262973,1.1329135120517357,0.0,0.03478837941602411
256,2027,8,8,4.5339596344121354E18,0.02103519146184465,1.1105575807120804,0.0,0.029810628722151747
250,2027,8,8,4.565563823161268E18,0.02274339952017562,1.1200925664917183,0.0,0.03246258760555563
247,2028,7,31,3.8962303467200983E18,0.04640386439124999,1.2864353487976254,0.0,0.06445170176360847
251,2028,8,2,3.1962213724053494E18,0.05816959060314214,1.3826541573688382,0.0,0.08236553131745737
241,2028,8,3,3.1672676456999844E18,0.06486410048878859,1.4530707297418717,0.0,0.09639829028270674
240,2028,8,4,8.160192525120971E18,0.023032881094198307,1.1222895069780787,0.0,0.03268714417649004
243,2028,8,4,3.8076780415005327E18,0.023252875368542862,1.1232626781281188,0.0,0.03308703026462426
254,2028,8,4,5.836111949060572E18,0.025037403889876405,1.133609846452163,0.0,0.03553536343736607
255,2028,8,4,7.810180881598322E18,0.024633526265003317,1.130208619256342,0.0,0.03506168364653635
259,2028,8,4,8.805755481983441E18,0.02530216246723845,1.1338311532848453,0.0,0.036091997912336665
246,2028,8,4,4.4904735328533463E18,0.0252062222590783,1.1347316992560679,0.0,0.03555753601606237
248,2028,8,4,1.4244601342993418E18,0.022450650683221437,1.1187419654383683,0.0,0.03169619003234052
249,2028,8,4,3.6912901621011497E18,0.02542289237128644,1.135664361173096,0.0,0.03608778813803541
250,2028,8,4,4.565563823161268E18,0.020880637533434408,1.109297864369988,0.0,0.02956644290030164
242,2028,8,5,7.551686037947802E18,0.0256631075581296,1.136609506750335,0.0,0.036094290553018354
244,2028,8,5,1.8191142937400033E18,0.024155428048324424,1.1278308646414485,0.0,0.03395118298722654
256,2028,8,5,4.5339596344121354E18,0.022697646105784758,1.1195711962751633,0.0,0.03231361693543591
257,2028,8,5,5.392312879540745E18,0.019124857996632855,1.10064316474309,0.0,0.02699764871295139
258,2028,8,5,6.784113119771871E18,0.020551373388168634,1.1062675656902625,0.0,0.029365020920868956
245,2028,8,5,8.00272729626966E18,0.0240792804099006,1.1264752916664797,0.0,0.034407286580142304
252,2028,8,5,7.785515223895154E18,0.021741576431264117,1.115538269101881,0.0,0.03075013090355705
253,2028,8,6,1.9062697412338442E18,0.021554714663022043,1.113663240945696,0.0,0.030546158304830026
244,2029,8,2,1.8191142937400033E18,0.08010716069122249,1.6025897295987444,0.0,0.11835511613569649
256,2029,8,3,4.5339596344121354E18,0.057100140260746605,1.376125673367997,0.0,0.08180924693670735
257,2029,8,4,5.392312879540745E18,0.04270551855084187,1.2633636736320755,0.0,0.060189766716355696
253,2029,8,5,1.9062697412338442E18,0.0250651164722488,1.1335698329196673,0.0,0.03580865046533055
245,2029,8,5,8.00272729626966E18,0.024136209310766002,1.127987803027527,0.0,0.03457357652524192
249,2029,8,5,3.6912901621011497E18,0.025938035203274475,1.137697023862579,0.0,0.03685268881364829
250,2029,8,5,4.565563823161268E18,0.06088386587620519,1.411466049041148,0.0,0.08837733439538172
251,2029,8,5,3.1962213724053494E18,0.02030280519424077,1.1056353906557699,0.0,0.02881051820198345
241,2029,8,6,3.1672676456999844E18,0.02368599281325086,1.125735038233404,0.0,0.03345715446608696
242,2029,8,6,7.551686037947802E18,0.023952798574554398,1.127601225581146,0.0,0.03379137601144235
258,2029,8,6,6.784113119771871E18,0.021308708818024026,1.1122716957682985,0.0,0.03029526096758643
259,2029,8,6,8.805755481983441E18,0.020996567638269188,1.1100585679876653,0.0,0.029528035031146593
247,2029,8,6,3.8962303467200983E18,0.01969253658506346,1.1033936987155493,0.0,0.027877922305981902
248,2029,8,6,1.4244601342993418E18,0.06800459238809399,1.4835450167033883,0.0,0.1016859831212528
252,2029,8,6,7.785515223895154E18,0.019812216242006863,1.1050567240005493,0.0,0.027534126707482207
240,2029,8,7,8.160192525120971E18,0.022019119373963964,1.1166882357508399,0.0,0.03133203753450979
255,2029,8,7,7.810180881598322E18,0.019944133997310348,1.1048938469819913,0.0,0.028120106994904442
246,2029,8,7,4.4904735328533463E18,0.01990374741673158,1.1050672423841152,0.0,0.028117249921391734
243,2029,8,8,3.8076780415005327E18,0.016943157486088285,1.087495759270788,0.0,0.02401125261596569
254,2029,8,8,5.836111949060572E18,0.013807034325534092,1.0720921440641025,0.0,0.019229091960127613
251,2030,8,3,3.1962213724053494E18,0.05376348409502022,1.3491151277519529,0.0,0.07705974462805211
254,2030,8,4,5.836111949060572E18,0.021141655426635726,1.1103357229356285,0.0,0.030154684304760183
248,2030,8,4,1.4244601342993418E18,0.021236628825696293,1.1127856997973364,0.0,0.029885306823437797
256,2030,8,5,4.5339596344121354E18,0.021585521896410994,1.11282880089944,0.0,0.030777438908578182
257,2030,8,5,5.392312879540745E18,0.020538428521817073,1.1081274210608731,0.0,0.029066153397783036
245,2030,8,5,8.00272729626966E18,0.025360419620390706,1.1345032038667022,0.0,0.036075682669668784
247,2030,8,5,3.8962303467200983E18,0.022161443616958706,1.1172591363892204,0.0,0.031563897411271115
250,2030,8,5,4.565563823161268E18,0.02075499225391357,1.109422240370276,0.0,0.02933492432536315
252,2030,8,5,7.785515223895154E18,0.025601272017878197,1.1347885662093071,0.0,0.03645113200443974
241,2030,8,6,3.1672676456999844E18,0.024014128348198556,1.1270121048373847,0.0,0.034250903408449336
242,2030,8,6,7.551686037947802E18,0.02464240354487207,1.1302351221018634,0.0,0.035016199838111585
243,2030,8,6,3.8076780415005327E18,0.02458311603794297,1.1301861774241635,0.0,0.03476829705521996
244,2030,8,6,1.8191142937400033E18,0.021171612030966697,1.1112971313270663,0.0,0.02989355790664823
253,2030,8,6,1.9062697412338442E18,0.026823781063408887,1.1440277706954296,0.0,0.03787982404448814
258,2030,8,6,6.784113119771871E18,0.021253621313612532,1.111700799050236,0.0,0.030226637828444043
259,2030,8,6,8.805755481983441E18,0.02236357146465165,1.117653203418662,0.0,0.031879707536676315
246,2030,8,6,4.4904735328533463E18,0.022337458959790245,1.1184484469712264,0.0,0.031357351412643404
249,2030,8,6,3.6912901621011497E18,0.023687353376808072,1.12624119498226,0.0,0.033626983621328294
240,2030,8,8,8.160192525120971E18,0.024527633346016098,1.1317854358159951,0.0,0.03459898955557685
255,2030,8,9,7.810180881598322E18,0.022248351908475815,1.1151262398619026,0.0,0.03220836695568815
254,2031,8,2,5.836111949060572E18,0.07026618112970985,1.5068719525449175,0.0,0.10501183270420834
241,2031,8,3,3.1672676456999844E18,0.05586799036231143,1.3646738346410536,0.0,0.07920215253465025
