id_sim,year,month,day,seed,CV Profit,Top20/Bottom20 Ratio,Bankruptcy Risk,Gini Index
233,2026,11,18,5.617863043828535E18,0.02257435258696968,1.0842534042432692,0.0,0.01612045898664399
222,2026,11,18,6.35493686753437E18,0.016985747864578446,1.063559221246498,0.0,0.012271625602812844
229,2026,11,18,4.5883026077742356E18,0.020200425803050506,1.0743996240229365,0.0,0.014407763816753094
236,2026,11,19,6.382099460904479E18,0.02619842100171715,1.0950691255406986,0.0,0.018381632098454666
228,2026,11,16,6.730945950873178E18,0.016969079018798468,1.0606301934150202,0.0,0.011915011926107926
226,2026,11,19,4.761185233657941E18,0.019342625880977734,1.0717629111696805,0.0,0.013927304506107054
238,2026,11,19,4.983645792114481E18,0.018912013728050722,1.0687511291161342,0.0,0.013411961096726321
234,2026,11,20,2.845830034239694E18,0.019750737877723107,1.0711413138722476,0.0,0.013926628568100117
225,2026,11,17,5.547295844673057E18,0.01910317147047119,1.06892452073733,0.0,0.013425222436481024
224,2026,11,17,6.005986921513206E18,0.025868744563002855,1.0935197304334086,0.0,0.018143720015025528
221,2026,11,19,7.321516021041606E18,0.022304582761609796,1.0806593260864261,0.0,0.015709287594362943
231,2026,11,19,9.102023961735639E17,0.01870936673004864,1.0680825443170718,0.0,0.013280393948919554
239,2026,11,19,4.573612603220361E18,0.021149493654090773,1.077619555185783,0.0,0.014987794935643848
235,2026,11,19,2.0171452079049892E18,0.018607727458822956,1.070188740260444,0.0,0.013447007293268504
220,2026,11,19,5.640733279973713E18,0.0185793613403268,1.0667908951244576,0.0,0.013047897871633697
230,2026,11,19,6.035458547893711E18,0.02011317104557978,1.0721702812936074,0.0,0.014166160934740858
232,2026,11,17,3.0200617878779566E18,0.017327374021126236,1.0641913468581474,0.0,0.012443430305321598
227,2026,11,17,3.836345349235617E18,0.022603445060336347,1.0840936894038613,0.0,0.016137884318572642
223,2026,11,19,5.594090867782912E17,0.02374996147082884,1.0909605229295578,0.0,0.017268191438850437
237,2026,11,21,1.8995490211313254E17,0.02097855396336996,1.0787654814438923,0.0,0.015117206039562752
222,2027,11,17,6.35493686753437E18,0.01785135025028184,1.066307467785128,0.0,0.012875951727764769
233,2027,11,18,5.617863043828535E18,0.024420688794385737,1.0905243151047075,0.0,0.017416980256605565
225,2027,11,18,5.547295844673057E18,0.023579907064897255,1.0888399004242872,0.0,0.016894058592805298
236,2027,11,18,6.382099460904479E18,0.027948757785916413,1.1043770715553216,0.0,0.019904187353797835
229,2027,11,17,4.5883026077742356E18,0.023173301530882085,1.0875537438583782,0.0,0.016740144473530078
239,2027,11,18,4.573612603220361E18,0.027472226687914984,1.103123560499942,0.0,0.019622971844455273
230,2027,11,17,6.035458547893711E18,0.015948752965499687,1.0610644909204112,0.0,0.01171805189321982
231,2027,11,16,9.102023961735639E17,0.021421648073113454,1.0818164851287924,0.0,0.015551538237741245
235,2027,11,17,2.0171452079049892E18,0.020662538493716215,1.0732462901399056,0.0,0.014394375285087002
228,2027,11,19,6.730945950873178E18,0.026353398904828396,1.0979709304597625,0.0,0.01872719347627202
238,2027,11,17,4.983645792114481E18,0.027677113530920686,1.1019168237548824,0.0,0.01958410065259878
226,2027,11,17,4.761185233657941E18,0.021313222566436616,1.0773614669888378,0.0,0.015065982459532766
237,2027,11,17,1.8995490211313254E17,0.02713997089015027,1.1016819377184088,0.0,0.019405087148632223
234,2027,11,18,2.845830034239694E18,0.02289134319620279,1.0850529913219613,0.0,0.016313909427326363
224,2027,11,17,6.005986921513206E18,0.019320342969579175,1.0707896841204687,0.0,0.013754321338723768
221,2027,11,17,7.321516021041606E18,0.029969316592196205,1.1105743728332997,0.0,0.021018855275002087
223,2027,11,17,5.594090867782912E17,0.02891815708109832,1.1094621966942086,0.0,0.020753948521882625
220,2027,11,17,5.640733279973713E18,0.018614820694215058,1.0684876416918543,0.0,0.013300570887005328
232,2027,11,16,3.0200617878779566E18,0.021835871649386985,1.0773706324856551,0.0,0.015245783354713615
227,2027,11,19,3.836345349235617E18,0.01861220896920273,1.0677975832040438,0.0,0.013289509940562218
236,2028,11,17,6.382099460904479E18,0.018100051865820536,1.0653283092233854,0.0,0.0128082895828506
225,2028,11,16,5.547295844673057E18,0.018208491253411358,1.066575341782729,0.0,0.012914579278827925
222,2028,11,17,6.35493686753437E18,0.024574766561109802,1.0892633800393783,0.0,0.017340234217454585
233,2028,11,16,5.617863043828535E18,0.019588508567026455,1.0728674124367255,0.0,0.01408463279249232
239,2028,11,16,4.573612603220361E18,0.022319257321357793,1.0823445857650034,0.0,0.015934292600299608
238,2028,11,16,4.983645792114481E18,0.02392993147418564,1.088629602765494,0.0,0.01702106979675334
229,2028,11,17,4.5883026077742356E18,0.029959363103032693,1.1097543035169108,0.0,0.021095067741873547
228,2028,11,16,6.730945950873178E18,0.019234986261767187,1.070550141378184,0.0,0.01373484688305265
230,2028,11,15,6.035458547893711E18,0.0253238159717327,1.0945396318236693,0.0,0.01805551181272181
231,2028,11,16,9.102023961735639E17,0.020154023013335822,1.075028275544554,0.0,0.014445322081083872
235,2028,11,17,2.0171452079049892E18,0.029823847617020758,1.1120163460523895,0.0,0.0212015051361688
237,2028,11,16,1.8995490211313254E17,0.01942589695916965,1.0695890836974162,0.0,0.013652398256697043
226,2028,11,15,4.761185233657941E18,0.02421601565658033,1.0901142583023804,0.0,0.017285335887138088
234,2028,11,16,2.845830034239694E18,0.022643097913967982,1.0844049336861414,0.0,0.01617238672566843
220,2028,11,17,5.640733279973713E18,0.019293121161487913,1.0699049125648246,0.0,0.013638910588036762
223,2028,11,15,5.594090867782912E17,0.01975158099585622,1.0732325291889633,0.0,0.014197010390118711
232,2028,11,16,3.0200617878779566E18,0.021006938793304918,1.0784016343010938,0.0,0.015023478600661102
221,2028,11,16,7.321516021041606E18,0.025344843478422318,1.0948580277549667,0.0,0.018106014643168637
224,2028,11,14,6.005986921513206E18,0.02017818373887208,1.074632370732612,0.0,0.01444448325929766
227,2028,11,17,3.836345349235617E18,0.026146298895811156,1.0984174883793425,0.0,0.018711862890110047
225,2029,11,17,5.547295844673057E18,0.022122818392959893,1.0802549642531085,0.0,0.015618344402839301
239,2029,11,15,4.573612603220361E18,0.0296382753516181,1.1102455468410088,0.0,0.021018811406929846
238,2029,11,15,4.983645792114481E18,0.025670544037423377,1.094608632926185,0.0,0.01818436605045824
236,2029,11,17,6.382099460904479E18,0.019406169245589647,1.0717672577648278,0.0,0.013870430436612789
222,2029,11,16,6.35493686753437E18,0.021671133277411415,1.079199810015819,0.0,0.015276836853625532
