id_sim,year,month,day,seed,CV Profit,Top20/Bottom20 Ratio,Bankruptcy Risk,Gini Index
153,2026,11,18,5.617863043828535E18,0.025765398960654728,1.098421676596983,0.0,0.0185509125073054
145,2026,11,17,5.547295844673057E18,0.019080712103256493,1.0671681488178484,0.0,0.013280809835186978
144,2026,11,17,6.005986921513206E18,0.024772919612111463,1.0919474370204785,0.0,0.017610721499461662
147,2026,11,17,3.836345349235617E18,0.023779897223967145,1.0916755748573195,0.0,0.017264637576725934
148,2026,11,16,6.730945950873178E18,0.01955921025082956,1.0732285834170887,0.0,0.01406099410209484
154,2026,11,20,2.845830034239694E18,0.0181096153712717,1.0671900986288894,0.0,0.013017316567227424
140,2026,11,19,5.640733279973713E18,0.022215473168931854,1.0820075573611303,0.0,0.015834458801327347
156,2026,11,19,6.382099460904479E18,0.024761191596174677,1.0920960583205321,0.0,0.017715634793546955
152,2026,11,17,3.0200617878779566E18,0.024274291387892447,1.0909579773717826,0.0,0.017342102488577475
159,2026,11,19,4.573612603220361E18,0.025749563224306396,1.0962111840074826,0.0,0.018395516965168078
150,2026,11,19,6.035458547893711E18,0.023621819586405173,1.0883579127597156,0.0,0.01689614701554101
142,2026,11,18,6.35493686753437E18,0.023585273996609316,1.0854708041736822,0.0,0.016601128698398037
155,2026,11,19,2.0171452079049892E18,0.01969721521407881,1.0733589267486499,0.0,0.01412956488471594
157,2026,11,21,1.8995490211313254E17,0.02348711620769325,1.0880894898072409,0.0,0.016902681022255645
151,2026,11,19,9.102023961735639E17,0.02318512298228317,1.0862970864509245,0.0,0.016595122997007584
146,2026,11,19,4.761185233657941E18,0.02137745020815619,1.0793618468160597,0.0,0.01529700049719566
149,2026,11,18,4.5883026077742356E18,0.025353989971880053,1.0934192457523388,0.0,0.01797371753631722
158,2026,11,19,4.983645792114481E18,0.022307665123987453,1.0853996483517063,0.0,0.01623133377056908
141,2026,11,19,7.321516021041606E18,0.021638623998630806,1.079848853193391,0.0,0.015419907949111957
143,2026,11,19,5.594090867782912E17,0.03242775051236446,1.1176873862235328,0.0,0.02256676436139671
153,2027,11,18,5.617863043828535E18,0.02019359123727567,1.0767494218776121,0.0,0.014613357609051672
148,2027,11,19,6.730945950873178E18,0.025119079342554255,1.0934201929023801,0.0,0.0178788195061393
158,2027,11,17,4.983645792114481E18,0.023079802672184888,1.0864054740902742,0.0,0.016590901880001944
159,2027,11,18,4.573612603220361E18,0.024194162307213295,1.0893003991743944,0.0,0.017236329078442265
145,2027,11,18,5.547295844673057E18,0.025330007663453964,1.093622487587459,0.0,0.01797801674865728
142,2027,11,17,6.35493686753437E18,0.02340806992049148,1.087480021369264,0.0,0.016738237620804237
144,2027,11,17,6.005986921513206E18,0.025192749882408556,1.092876682202406,0.0,0.017889696458387998
140,2027,11,17,5.640733279973713E18,0.02761039980710237,1.1022403989828828,0.0,0.01955636602934412
155,2027,11,17,2.0171452079049892E18,0.02085368754111929,1.0785706069708607,0.0,0.015047951576332333
152,2027,11,16,3.0200617878779566E18,0.023500198727601587,1.088517710985422,0.0,0.01693201006719606
150,2027,11,17,6.035458547893711E18,0.020788027512942127,1.0781480475171694,0.0,0.014873723937102769
156,2027,11,18,6.382099460904479E18,0.02466857186898887,1.091230277864479,0.0,0.017485286835452668
146,2027,11,17,4.761185233657941E18,0.026359142870740312,1.096824912079152,0.0,0.01853089230557682
149,2027,11,17,4.5883026077742356E18,0.02551387093241216,1.0943012191683965,0.0,0.01810728698917339
154,2027,11,18,2.845830034239694E18,0.023469160174951684,1.087773300963215,0.0,0.01678854597763095
157,2027,11,17,1.8995490211313254E17,0.02589149873702306,1.0954109538720576,0.0,0.01827251509753026
147,2027,11,19,3.836345349235617E18,0.022787984042590925,1.0850006983629448,0.0,0.016321417115903736
151,2027,11,16,9.102023961735639E17,0.027365734205654302,1.1027930648052457,0.0,0.01949728381332338
143,2027,11,17,5.594090867782912E17,0.02425012217058945,1.091966317018699,0.0,0.01755247576095343
141,2027,11,17,7.321516021041606E18,0.025806732680187676,1.0964413681880492,0.0,0.01840762182809172
153,2028,11,16,5.617863043828535E18,0.03439147488702713,1.1294525394096848,0.0,0.02427734176200806
148,2028,11,16,6.730945950873178E18,0.02442228914667439,1.0915243485450163,0.0,0.01752842064551697
158,2028,11,16,4.983645792114481E18,0.023761050205097566,1.0875539588145695,0.0,0.016777649687394144
159,2028,11,16,4.573612603220361E18,0.021825042854968134,1.0815701527597632,0.0,0.015668410008575096
140,2028,11,17,5.640733279973713E18,0.02156070534166051,1.0804508560951425,0.0,0.015431145394838816
