id sim,seed,year,month,day,gini index,Bankruptcy risk(%),Top 20 vs bottom 20 income ratio,Coefficient of variation
2,4.908955068158961E18,2027,10,27,0.10304271177040601,0.0,1.7171624256561602,0.15015726986195962
2,4.908955068158961E18,2028,10,26,0.10229749276144548,0.0,1.7016774655622162,0.14996222844040372
2,4.908955068158961E18,2029,10,27,0.10558590499837962,0.0,1.7322070352109469,0.15526330738210517
2,4.908955068158961E18,2030,10,27,0.1046924579626662,0.0,1.7257420756025783,0.15312568205528793
2,4.908955068158961E18,2031,10,27,0.10874304837930472,0.0,1.7659419318057727,0.15856246181180608
2,4.908955068158961E18,2032,10,26,0.10399871558490142,0.0,1.7214735918919744,0.152468450653499
2,4.908955068158961E18,2033,10,27,0.10514684808897681,0.0,1.7312430993869872,0.1544857176115981
2,4.908955068158961E18,2034,10,27,0.10296129727973956,0.0,1.7078059975881963,0.15089046825624908
2,4.908955068158961E18,2035,10,27,0.10397487495517829,0.0,1.7212032729594704,0.15225750017707884
2,4.908955068158961E18,2036,10,26,0.10236798277723605,0.0,1.7088512411115684,0.14948164177064904
2,4.908955068158961E18,2037,10,27,0.10451797325602202,0.0,1.7296673434802226,0.15296140136579936
2,4.908955068158961E18,2038,10,27,0.10533529856066251,0.0,1.7357046635074167,0.1537388000733984
2,4.908955068158961E18,2039,10,27,0.104136977538168,0.0,1.716376169700023,0.15150396504882394
2,4.908955068158961E18,2040,10,26,0.1055797380802057,0.0,1.7312994829331203,0.15513312044844987
2,4.908955068158961E18,2041,10,27,0.10232691390189651,0.0,1.7105410702202666,0.14923674054072597
2,4.908955068158961E18,2042,10,27,0.10289993869580158,0.0,1.7105459338930036,0.15141833864272772
2,4.908955068158961E18,2043,10,27,0.10462856969208,0.0,1.728041176726715,0.15342922189269614
2,4.908955068158961E18,2044,10,26,0.1021319740370537,0.0,1.71028399858865,0.15004363990937017
2,4.908955068158961E18,2045,10,27,0.10482768408090933,0.0,1.7332561967681266,0.15305489942058859
2,4.908955068158961E18,2046,10,27,0.10580929933058841,0.0,1.7316524259377717,0.15481910855401168
2,4.908955068158961E18,2047,10,27,0.10515936388239083,0.0,1.7351296804776333,0.1545699564568913
2,4.908955068158961E18,2048,10,26,0.10451551914650056,0.0,1.724479541807897,0.1529754785506651
2,4.908955068158961E18,2049,10,27,0.10548632566051032,0.0,1.7335317456170216,0.15477653454664228
