id sim,seed,year,month,day,gini index,Bankruptcy risk(%),Top 20 vs bottom 20 income ratio,Coefficient of variation
1,4.908955068158961E18,2027,10,27,0.09875875919408497,0.0,1.6697781067297552,0.14453450747783075
1,4.908955068158961E18,2028,10,26,0.0979823991955051,0.0,1.657587305765426,0.14303949157414472
1,4.908955068158961E18,2029,10,27,0.10049974961326587,0.0,1.6910650908644826,0.14765987058979183
1,4.908955068158961E18,2030,10,27,0.09892614616382245,0.0,1.6755278985436992,0.14486155863249972
1,4.908955068158961E18,2031,10,27,0.09970456533574441,0.0,1.6793650420416706,0.14592742479710694
1,4.908955068158961E18,2032,10,26,0.10037404782959167,0.0,1.686927792648786,0.14640223307289163
1,4.908955068158961E18,2033,10,27,0.09688819343974127,0.0,1.6611905466746193,0.14094093266189275
1,4.908955068158961E18,2034,10,27,0.09655184275680714,0.0,1.6472564898748963,0.14137970613175502
1,4.908955068158961E18,2035,10,27,0.10506285426275232,0.0,1.7297133670735472,0.15480218299706572
1,4.908955068158961E18,2036,10,26,0.09690097898028527,0.0,1.6529026442914163,0.14216013757712623
1,4.908955068158961E18,2037,10,27,0.09907207618752771,0.0,1.6812334970978864,0.14486605227750388
1,4.908955068158961E18,2038,10,27,0.09883506856287967,0.0,1.6709772940450502,0.1448141049432813
1,4.908955068158961E18,2039,10,27,0.1002306530689782,0.0,1.6781205393079328,0.1467851141973713
1,4.908955068158961E18,2040,10,26,0.10517897487955977,0.0,1.728772826048357,0.15438883404540732
1,4.908955068158961E18,2041,10,27,0.09648471599533283,0.0,1.649066441515902,0.14236362174081515
1,4.908955068158961E18,2042,10,27,0.095541168201606,0.0,1.6396062309863806,0.14050592347953517
1,4.908955068158961E18,2043,10,27,0.10187563598129461,0.0,1.7009360773152922,0.14882151281579828
1,4.908955068158961E18,2044,10,26,0.10998293086589553,0.0,1.777402915131396,0.161721999141837
1,4.908955068158961E18,2045,10,27,0.11034746395217937,0.0,1.7677476688943168,0.16282767787084612
1,4.908955068158961E18,2046,10,27,0.10043096611383173,0.0,1.680330424410617,0.14668694757082537
1,4.908955068158961E18,2047,10,27,0.10184110819373382,0.0,1.6846725392732418,0.14876245089322768
1,4.908955068158961E18,2048,10,26,0.11096880429025721,0.0,1.7792215873952317,0.16304734195723447
1,4.908955068158961E18,2049,10,27,0.11289887217641813,0.0,1.7784227930481473,0.16591711717048602
