id,seed,rue_efficiency_factor,pest_infection_prob,pest_daily_increment,toxicity_per_straw_unit,solar_rad_threshold,max_diffuse_bonus,max_light_limit,steepness_factor,error_yield,error_pesticide,fitness
180,8.55411063835043E18,0.75,0.7,0.04,0.097,15.0,0.6,23.8,4.5,0.17872732922698056,0.08544229138521803,0.44289694983917915
181,8.55411063835043E18,0.75,0.7,0.04,0.097,19.0,0.3,23.8,4.5,0.1867387200644873,0.08544229138521803,0.45891973151419263
182,8.55411063835043E18,0.64,0.7,0.04,0.093,19.0,0.7,23.8,4.5,0.07530594989748446,0.08544229138521803,0.23605419118018695
183,8.55411063835043E18,0.64,0.7,0.02,0.093,19.0,0.7,23.8,4.5,0.10799085689254424,0.25367700313049196,0.4696587169155805
184,8.55411063835043E18,0.64,0.7,0.04,0.093,19.0,0.3,23.8,18.3,0.394111084519158,0.08544229138521803,0.873664460423534
185,8.55411063835043E18,0.64,0.7,0.02,0.093,15.0,0.7,23.8,4.5,0.069858789286637,0.25367700313049196,0.39339458170376596
186,8.55411063835043E18,0.79,0.7,0.04,0.097,15.0,0.7,23.8,4.5,0.24359150650899514,0.08544229138521803,0.5726253044032084
187,8.55411063835043E18,0.79,0.7,0.04,0.097,15.0,0.6,23.8,4.5,0.23854735454895162,0.08544229138521803,0.5625370004831213
188,8.55411063835043E18,0.67,0.7,0.04,0.093,19.0,0.3,23.8,4.5,0.07894286478891967,0.08544229138521803,0.24332802096305736
189,8.55411063835043E18,0.67,0.7,0.04,0.097,15.0,0.7,23.8,4.5,0.07569188154022755,0.08544229138521803,0.23682605446567312
190,8.55411063835043E18,0.63,0.7,0.04,0.093,15.0,0.7,23.8,4.5,0.05984858315822529,0.08544229138521803,0.2051394577016686
191,8.55411063835043E18,0.84,0.7,0.04,0.097,15.0,0.6,23.8,4.5,0.3147445162434808,0.08544229138521803,0.7149313238721797
192,8.55411063835043E18,0.84,0.7,0.04,0.093,15.0,0.6,23.8,4.5,0.3147445162434808,0.08544229138521803,0.7149313238721797
193,8.55411063835043E18,0.65,0.7,0.04,0.086,15.0,0.6,23.8,4.5,0.06025060102163249,0.08544229138521803,0.205943493428483
194,8.55411063835043E18,0.64,0.7,0.04,0.086,15.0,0.7,23.8,4.5,0.05815278601327799,0.08544229138521803,0.201747863411774
195,8.55411063835043E18,0.64,0.7,0.04,0.097,41.0,0.7,23.8,4.5,0.36251336282581986,0.08544229138521803,0.8104690170368578
196,8.55411063835043E18,0.64,0.7,0.04,0.093,41.0,0.7,23.8,4.5,0.36251336282581986,0.08544229138521803,0.8104690170368578
197,8.55411063835043E18,0.64,0.7,0.04,0.086,15.0,0.6,23.8,4.5,0.058968745727446197,0.08544229138521803,0.20337978284011043
198,8.55411063835043E18,0.64,0.7,0.04,0.093,15.0,1.6,23.8,4.5,0.07086460604931868,0.08544229138521803,0.2271715034838554
199,8.55411063835043E18,0.6,0.7,0.04,0.093,15.0,0.6,23.8,4.5,0.08795478405844728,0.08544229138521803,0.2613518595021126
200,8.55411063835043E18,0.65,0.7,0.05,0.093,15.0,0.6,23.8,4.5,0.06941184946509596,0.11251968305765157,0.2513433819878435
201,8.55411063835043E18,0.64,0.7,0.1,0.097,15.0,0.6,23.8,4.5,0.16117608047178553,0.16706582381383478,0.48941798475740583
202,8.55411063835043E18,0.63,0.7,0.04,0.097,15.0,1.9,23.8,4.5,0.07088997976875117,0.08544229138521803,0.22722225092272036
203,8.55411063835043E18,0.64,0.7,0.04,0.097,15.0,1.9,23.8,4.5,0.08104647999999398,0.08544229138521803,0.247535251385206
204,8.55411063835043E18,0.63,0.7,0.04,0.093,15.0,0.8,23.8,4.5,0.05836136573502206,0.08544229138521803,0.20216502285526217
205,8.55411063835043E18,0.63,0.7,0.04,0.093,15.0,0.6,18.7,4.5,0.2366183250084793,0.08544229138521803,0.5586789414021767
206,8.55411063835043E18,0.63,0.4,0.04,0.097,15.0,0.7,23.8,4.5,0.05854755076698054,0.21428801754637095,0.331383119080332
207,8.55411063835043E18,0.63,0.4,0.04,0.093,15.0,0.6,23.8,4.5,0.057363307265785674,0.21428801754637095,0.3290146320779423
208,8.55411063835043E18,0.69,0.7,0.04,0.093,15.0,0.8,23.8,4.5,0.10224839526391079,0.08544229138521803,0.28993908191303963
209,8.55411063835043E18,0.64,0.7,0.09,0.086,15.0,0.7,23.8,4.5,0.14203518551613628,0.16508220682542374,0.4491525778576963
210,8.55411063835043E18,0.64,0.7,0.04,0.086,15.0,0.6,23.8,3.0,0.09423985867450453,0.08544229138521803,0.2739220087342271
211,8.55411063835043E18,0.64,0.7,0.04,0.093,15.0,0.6,23.8,3.0,0.09423985867450453,0.08544229138521803,0.2739220087342271
212,8.55411063835043E18,0.64,0.7,0.04,0.093,15.0,0.8,23.8,4.5,0.057807774767943514,0.08544229138521803,0.20105784092110507
213,8.55411063835043E18,0.63,0.7,0.04,0.086,15.0,0.7,23.8,4.5,0.05984858315822529,0.08544229138521803,0.2051394577016686
214,8.55411063835043E18,0.63,0.7,0.04,0.086,15.0,0.6,23.8,4.5,0.06173728945133828,0.08544229138521803,0.20891687028789457
215,8.55411063835043E18,0.64,0.7,0.04,0.084,15.0,0.6,23.8,4.5,0.058968745727446197,0.08544229138521803,0.20337978284011043
216,8.55411063835043E18,0.56,0.7,0.04,0.093,15.0,0.8,23.8,4.5,0.13316921696935574,0.08544229138521803,0.3517807253239295
217,8.55411063835043E18,0.64,0.7,0.04,0.093,15.0,0.6,23.8,5.3,0.07140839130478205,0.08544229138521803,0.22825907399478212
218,8.55411063835043E18,0.64,0.7,0.04,0.093,15.0,0.7,20.3,4.5,0.15720471422617444,0.08544229138521803,0.3998517198375669
219,8.55411063835043E18,0.64,0.5,0.04,0.093,15.0,0.7,23.8,4.5,0.06115756323347563,0.11505052644573319,0.23736565291268447
220,8.55411063835043E18,0.64,0.7,0.04,0.097,15.0,0.8,23.8,4.5,0.057807774767943514,0.08544229138521803,0.20105784092110507
221,8.55411063835043E18,0.63,0.7,0.04,0.084,15.0,0.6,23.8,4.5,0.06173728945133828,0.08544229138521803,0.20891687028789457
222,8.55411063835043E18,0.69,0.7,0.04,0.084,15.0,0.6,23.8,4.5,0.09545387156090583,0.08544229138521803,0.27635003450702966
223,8.55411063835043E18,0.63,0.7,0.04,0.097,15.0,0.8,23.8,4.5,0.05836136573502206,0.08544229138521803,0.20216502285526217
224,8.55411063835043E18,0.64,0.7,0.04,0.093,15.0,0.8,23.8,19.3,0.4107730270510697,0.08544229138521803,0.9069883454873575
225,8.55411063835043E18,0.64,0.7,0.04,0.097,15.0,0.5,23.8,4.5,0.06023651864365672,0.08544229138521803,0.20591532867253148
226,8.55411063835043E18,0.64,0.7,0.04,0.093,15.0,0.8,18.3,4.5,0.23417050811635745,0.08544229138521803,0.5537833076179329
227,8.55411063835043E18,0.63,0.7,0.04,0.093,15.0,0.8,23.8,6.0,0.09580037232091025,0.08544229138521803,0.2770430360270385
228,8.55411063835043E18,0.64,0.7,0.04,0.086,15.0,1.5,23.8,4.5,0.06795093859095434,0.08544229138521803,0.22134416856712671
229,8.55411063835043E18,0.64,0.7,0.04,0.086,15.0,0.8,23.8,4.5,0.057807774767943514,0.08544229138521803,0.20105784092110507
230,8.55411063835043E18,0.64,0.7,0.04,0.086,15.0,0.8,23.8,14.7,0.32617461642662576,0.08544229138521803,0.7377915242384696
231,8.55411063835043E18,0.63,0.7,0.04,0.063,15.0,0.6,23.8,4.5,0.06173728945133828,0.08544229138521803,0.20891687028789457
232,8.55411063835043E18,0.64,0.7,0.04,0.093,15.0,1.3,23.8,4.5,0.06304824856692301,0.08544229138521803,0.21153878851906405
233,8.55411063835043E18,0.64,0.7,0.04,0.097,15.0,1.3,23.8,4.5,0.06304824856692301,0.08544229138521803,0.21153878851906405
234,8.55411063835043E18,0.63,0.7,0.04,0.086,15.0,0.8,23.8,4.5,0.05836136573502206,0.08544229138521803,0.20216502285526217
235,8.55411063835043E18,0.63,0.7,0.04,0.093,15.0,0.8,23.8,15.5,0.35279144658267303,0.08544229138521803,0.791025184550564
236,8.55411063835043E18,0.63,0.7,0.04,0.093,15.0,0.8,23.8,2.8,0.09720196409180237,0.08544229138521803,0.2798462195688228
237,8.55411063835043E18,0.64,0.6,0.04,0.086,15.0,0.7,23.8,4.5,0.05725635463506979,0.0699944733051736,0.18450718257531318
238,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.8,23.8,4.5,0.058209301002914396,0.0699944733051736,0.18641307531100237
239,8.55411063835043E18,0.64,0.6,0.04,0.086,15.0,0.8,23.8,4.5,0.058209301002914396,0.0699944733051736,0.18641307531100237
240,8.55411063835043E18,0.64,0.7,0.04,0.086,15.0,0.8,25.5,4.5,0.0967446515530249,0.08544229138521803,0.2789315944912678
241,8.55411063835043E18,0.64,0.7,0.04,0.093,15.0,0.8,23.8,10.8,0.23298637181344312,0.08544229138521803,0.5514150350121043
242,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,0.7,23.8,4.5,0.05725635463506979,0.0699944733051736,0.18450718257531318
243,8.55411063835043E18,0.64,0.6,0.04,0.086,15.0,1.6,23.8,4.5,0.07952976541129199,0.0699944733051736,0.22905400412775756
244,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,0.8,23.8,4.5,0.058209301002914396,0.0699944733051736,0.18641307531100237
245,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.7,23.8,4.5,0.05725635463506979,0.0699944733051736,0.18450718257531318
246,8.55411063835043E18,0.64,0.6,0.04,0.086,15.0,0.8,23.8,4.8,0.05468242165676659,0.0699944733051736,0.17935931661870677
247,8.55411063835043E18,0.56,0.6,0.04,0.093,15.0,0.7,23.8,4.5,0.12313962469070615,0.0699944733051736,0.3162737226865859
248,8.55411063835043E18,0.64,0.7,0.04,0.064,15.0,0.8,23.8,4.5,0.057807774767943514,0.08544229138521803,0.20105784092110507
249,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,0.8,23.8,4.8,0.05468242165676659,0.0699944733051736,0.17935931661870677
250,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,0.7,23.8,4.8,0.05491551205186922,0.0699944733051736,0.17982549740891202
251,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.8,23.8,4.8,0.05468242165676659,0.0699944733051736,0.17935931661870677
252,8.55411063835043E18,0.64,0.6,0.04,0.086,15.0,0.8,22.3,4.5,0.06912610498752605,0.0699944733051736,0.20824668328022572
253,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,0.8,23.8,16.6,0.35362518767371354,0.0699944733051736,0.7772448486526007
254,8.55411063835043E18,0.64,0.6,0.04,0.093,23.0,0.8,23.8,4.8,0.1640531236269087,0.0699944733051736,0.398100720558991
255,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.7,23.8,4.8,0.05491551205186922,0.0699944733051736,0.17982549740891202
256,8.55411063835043E18,0.64,0.6,0.04,0.086,15.0,0.7,23.8,4.8,0.05491551205186922,0.0699944733051736,0.17982549740891202
257,8.55411063835043E18,0.64,0.6,0.04,0.086,15.0,0.7,23.8,14.2,0.3071510019114383,0.0699944733051736,0.6842964771280502
258,8.55411063835043E18,0.64,0.6,0.04,0.024,15.0,0.7,23.8,4.8,0.05491551205186922,0.0699944733051736,0.17982549740891202
259,8.55411063835043E18,0.64,0.6,0.04,0.024,15.0,0.7,23.8,4.5,0.05725635463506979,0.0699944733051736,0.18450718257531318
260,8.55411063835043E18,0.64,0.6,0.04,0.097,13.0,0.7,23.8,4.5,0.05730751414515436,0.0699944733051736,0.1846095015954823
261,8.55411063835043E18,0.64,0.6,0.01,0.093,15.0,0.7,23.8,4.5,0.08066029445778328,0.5940430351850003,0.7553636241005669
262,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,0.8,23.8,3.2,0.1046400020494977,0.0699944733051736,0.279274477404169
263,8.55411063835043E18,0.64,0.6,0.04,0.051,15.0,0.8,23.8,4.8,0.05468242165676659,0.0699944733051736,0.17935931661870677
264,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.7,23.8,3.2,0.1005609564637447,0.0699944733051736,0.271116386232663
265,8.55411063835043E18,0.64,0.6,0.04,0.086,50.0,0.7,23.8,4.5,0.43617732692751937,0.0699944733051736,0.9423491271602124
266,8.55411063835043E18,0.64,0.6,0.04,0.086,15.0,0.8,23.8,11.4,0.23674444515073273,0.0699944733051736,0.5434833636066391
267,8.55411063835043E18,0.64,0.6,0.04,0.051,15.0,0.7,23.8,4.8,0.05491551205186922,0.0699944733051736,0.17982549740891202
268,8.55411063835043E18,0.64,0.6,0.04,0.051,15.0,0.7,23.8,4.5,0.05725635463506979,0.0699944733051736,0.18450718257531318
269,8.55411063835043E18,0.69,0.6,0.04,0.086,15.0,0.7,23.8,4.5,0.11101001350149821,0.0699944733051736,0.29201450030817
270,8.55411063835043E18,0.64,0.6,0.04,0.024,15.0,0.8,23.8,4.8,0.05468242165676659,0.0699944733051736,0.17935931661870677
271,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,1.9,23.8,4.8,0.07947745703829223,0.0699944733051736,0.22894938738175807
272,8.55411063835043E18,0.64,0.6,0.04,0.024,15.0,1.9,23.8,4.8,0.07947745703829223,0.0699944733051736,0.22894938738175807
273,8.55411063835043E18,0.64,0.6,0.04,0.086,50.0,0.8,23.8,4.8,0.47863827319983426,0.0699944733051736,1.027271019704842
274,8.55411063835043E18,0.64,0.6,0.02,0.093,15.0,0.7,23.8,4.8,0.0642870900299767,0.323015635140824,0.4515898152007774
275,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,0.3,23.8,4.8,0.06053503448538633,0.0699944733051736,0.19106454227594627
276,8.55411063835043E18,0.64,0.6,0.07,0.097,15.0,0.7,23.8,4.8,0.09727419562456764,0.12426191602754129,0.3188103072766766
277,8.55411063835043E18,0.64,0.6,0.04,0.086,15.0,0.7,23.8,3.8,0.07541134437686559,0.0699944733051736,0.22081716205890478
278,8.55411063835043E18,0.66,0.6,0.04,0.097,15.0,0.7,23.8,4.8,0.06455960836027168,0.0699944733051736,0.19911369002571694
279,8.55411063835043E18,0.64,0.6,0.04,0.024,15.0,1.5,23.8,4.8,0.06589234669126828,0.0699944733051736,0.20177916668771018
280,8.55411063835043E18,0.64,0.6,0.04,0.086,15.0,1.5,23.8,4.8,0.06589234669126828,0.0699944733051736,0.20177916668771018
281,8.55411063835043E18,0.57,0.6,0.04,0.086,15.0,0.7,23.8,4.8,0.12042414042854498,0.0699944733051736,0.31084275416226353
282,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.8,23.8,19.8,0.4093400053231254,0.0699944733051736,0.8886744839514245
283,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,0.8,23.8,19.8,0.4093400053231254,0.0699944733051736,0.8886744839514245
284,8.55411063835043E18,0.7,0.6,0.04,0.097,15.0,0.8,23.8,4.8,0.11515813965039579,0.0699944733051736,0.3003107526059652
285,8.55411063835043E18,0.7,0.6,0.04,0.097,15.0,0.7,23.8,4.8,0.11128533777474815,0.0699944733051736,0.2925651488546699
286,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.7,18.6,4.8,0.2236393287356347,0.0699944733051736,0.517273130776443
287,8.55411063835043E18,0.64,0.6,0.01,0.024,15.0,0.8,23.8,4.8,0.07286525330376184,0.5940430351850003,0.739773541792524
288,8.55411063835043E18,0.64,0.6,0.04,0.024,15.0,1.0,23.8,4.8,0.05570504821801151,0.0699944733051736,0.18140456974119662
289,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.9,23.8,4.8,0.05494797735979396,0.0699944733051736,0.17989042802476152
290,8.55411063835043E18,0.64,0.6,0.04,0.051,52.0,0.8,23.8,4.8,0.4892136418951509,0.0699944733051736,1.0484217570954752
291,8.55411063835043E18,0.64,0.9,0.04,0.086,15.0,0.8,23.8,4.8,0.07875409452927444,0.12344581901078948,0.28095400806933835
292,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,0.9,23.8,4.8,0.05494797735979396,0.0699944733051736,0.17989042802476152
293,8.55411063835043E18,0.64,0.6,0.04,0.051,20.0,0.8,23.8,4.8,0.09950669385455561,0.0699944733051736,0.2690078610142848
294,8.55411063835043E18,0.64,0.6,0.04,0.019,15.0,0.7,23.8,4.8,0.05491551205186922,0.0699944733051736,0.17982549740891202
295,8.55411063835043E18,0.64,0.6,0.04,0.086,15.0,0.8,19.8,4.8,0.17135742595789386,0.0699944733051736,0.4127093252209613
296,8.55411063835043E18,0.64,0.6,0.09,0.086,15.0,0.8,19.8,4.8,0.2574449296944985,0.1448123224133346,0.6597021818023316
297,8.55411063835043E18,0.64,0.6,0.04,0.051,15.0,0.9,23.8,4.8,0.05494797735979396,0.0699944733051736,0.17989042802476152
298,8.55411063835043E18,0.64,0.7,0.04,0.097,15.0,0.7,23.8,4.8,0.05968367559144159,0.08544229138521803,0.2048096425681012
299,8.55411063835043E18,0.64,0.6,0.04,0.028,15.0,0.7,23.8,4.8,0.05491551205186922,0.0699944733051736,0.17982549740891202
300,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,0.8,18.6,4.8,0.22019923330720345,0.0699944733051736,0.5103929399195805
301,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,1.0,23.8,4.8,0.05570504821801151,0.0699944733051736,0.18140456974119662
302,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,0.7,18.6,4.8,0.2236393287356347,0.0699944733051736,0.517273130776443
303,8.55411063835043E18,0.59,0.6,0.04,0.086,15.0,0.7,23.8,4.8,0.09357799718053524,0.0699944733051736,0.25715046766624405
304,8.55411063835043E18,0.64,0.6,0.04,0.024,56.0,0.8,23.8,4.8,0.5081091730999151,0.0699944733051736,1.0862128195050038
305,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,1.4,23.8,4.8,0.06312474280875047,0.0699944733051736,0.19624395892267454
306,8.55411063835043E18,0.64,0.6,0.02,0.097,15.0,0.7,23.8,4.8,0.0642870900299767,0.323015635140824,0.4515898152007774
307,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,0.7,23.8,11.2,0.23454444771212563,0.0699944733051736,0.5390833687294249
308,8.55411063835043E18,0.64,0.6,0.07,0.097,15.0,0.8,23.8,4.8,0.09395566748495617,0.12426191602754129,0.31217325099745363
309,8.55411063835043E18,0.64,0.6,0.04,0.024,15.0,0.8,23.8,18.0,0.3792441899439476,0.0699944733051736,0.8284828531930688
310,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.7,23.8,11.2,0.23454444771212563,0.0699944733051736,0.5390833687294249
311,8.55411063835043E18,0.64,0.6,0.04,0.086,15.0,0.7,23.7,4.8,0.05487337175934826,0.0699944733051736,0.17974121682387012
312,8.55411063835043E18,0.64,0.6,0.04,0.051,15.0,0.7,23.7,4.8,0.05487337175934826,0.0699944733051736,0.17974121682387012
313,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.8,23.8,17.4,0.36851778489429854,0.0699944733051736,0.8070300430937707
314,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.7,24.3,4.8,0.059776489303153206,0.0699944733051736,0.18954745191148
315,8.55411063835043E18,0.64,0.6,0.04,0.024,40.0,0.8,23.8,4.8,0.41003130508120517,0.0699944733051736,0.8900570834675839
316,8.55411063835043E18,0.64,0.6,0.04,0.024,15.0,0.7,23.7,4.8,0.05487337175934826,0.0699944733051736,0.17974121682387012
317,8.55411063835043E18,0.64,0.6,0.1,0.024,15.0,0.8,23.8,4.8,0.13989807853038028,0.15639066173125526,0.4361868187920158
318,8.55411063835043E18,0.69,0.6,0.04,0.093,15.0,0.7,23.8,4.8,0.09793519556862572,0.0699944733051736,0.265864864442425
319,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,0.8,23.7,4.8,0.054302152943435586,0.0699944733051736,0.17859877919204475
320,8.55411063835043E18,0.69,0.6,0.04,0.024,15.0,0.8,23.8,4.8,0.1015237952537338,0.0699944733051736,0.2730420638126412
321,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.8,23.7,4.8,0.054302152943435586,0.0699944733051736,0.17859877919204475
322,8.55411063835043E18,0.64,0.6,0.04,0.024,15.0,1.6,23.7,4.8,0.06634040552126619,0.0699944733051736,0.202675284347706
323,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.8,24.6,4.8,0.06793710466828175,0.0699944733051736,0.20586868264173708
324,8.55411063835043E18,0.64,0.6,0.04,0.051,15.0,0.8,23.7,4.8,0.054302152943435586,0.0699944733051736,0.17859877919204475
325,8.55411063835043E18,0.64,0.6,0.04,0.051,15.0,0.8,25.1,4.8,0.08245730865495436,0.0699944733051736,0.2349090906150823
326,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.7,23.7,4.8,0.05487337175934826,0.0699944733051736,0.17974121682387012
327,8.55411063835043E18,0.64,0.6,0.01,0.086,15.0,0.7,23.7,4.8,0.06782932333292012,0.5940430351850003,0.7297016818508406
328,8.55411063835043E18,0.64,0.6,0.01,0.051,15.0,0.8,23.8,4.8,0.07286525330376184,0.5940430351850003,0.739773541792524
329,8.55411063835043E18,0.64,0.6,0.04,0.086,15.0,0.8,23.7,4.8,0.054302152943435586,0.0699944733051736,0.17859877919204475
330,8.55411063835043E18,0.64,0.6,0.01,0.093,15.0,0.8,23.7,4.8,0.06994669653994232,0.5940430351850003,0.733936428264885
331,8.55411063835043E18,0.64,0.6,0.04,0.024,15.0,0.8,23.7,4.8,0.054302152943435586,0.0699944733051736,0.17859877919204475
332,8.55411063835043E18,0.64,1.0,0.04,0.097,15.0,0.8,23.8,4.8,0.09283119295414465,0.12932213390173972,0.314984519810029
333,8.55411063835043E18,0.64,0.4,0.04,0.086,15.0,0.8,23.8,4.8,0.061203983459499865,0.21428801754637095,0.3366959844653707
334,8.55411063835043E18,0.64,0.4,0.04,0.097,15.0,0.8,23.7,4.8,0.058959899326163155,0.21428801754637095,0.33220781619869727
335,8.55411063835043E18,0.64,0.4,0.04,0.051,15.0,0.8,23.8,4.8,0.061203983459499865,0.21428801754637095,0.3366959844653707
336,8.55411063835043E18,0.64,0.4,0.04,0.051,15.0,1.0,23.8,4.8,0.06573153054272156,0.21428801754637095,0.3457510786318141
337,8.55411063835043E18,0.64,0.6,0.04,0.036,15.0,0.8,23.7,4.8,0.054302152943435586,0.0699944733051736,0.17859877919204475
338,8.55411063835043E18,0.64,0.6,0.04,0.093,15.0,0.8,23.7,17.0,0.36382984819363134,0.0699944733051736,0.7976541696924363
339,8.55411063835043E18,0.64,0.6,0.04,0.006,15.0,0.8,23.8,4.8,0.05468242165676659,0.0699944733051736,0.17935931661870677
340,8.55411063835043E18,0.77,0.6,0.04,0.086,15.0,0.8,23.7,4.8,0.21382536716498537,0.0699944733051736,0.49764520763514436
341,8.55411063835043E18,0.64,0.9,0.04,0.097,15.0,0.8,23.8,4.8,0.07875409452927444,0.12344581901078948,0.28095400806933835
342,8.55411063835043E18,0.64,0.9,0.04,0.097,15.0,0.8,23.7,4.8,0.08093934210547746,0.12344581901078948,0.2853245032217444
343,8.55411063835043E18,0.64,1.0,0.04,0.086,15.0,0.8,23.7,4.8,0.09534671789071367,0.12932213390173972,0.320015569683167
344,8.55411063835043E18,0.64,0.6,0.04,0.01,15.0,0.8,23.7,4.8,0.054302152943435586,0.0699944733051736,0.17859877919204475
345,8.55411063835043E18,0.64,0.6,0.04,0.036,15.0,0.8,23.8,4.8,0.05468242165676659,0.0699944733051736,0.17935931661870677
346,8.55411063835043E18,0.64,0.6,0.04,0.024,53.0,0.8,23.7,4.8,0.48797886040607474,0.0699944733051736,1.045952194117323
347,8.55411063835043E18,0.52,0.6,0.04,0.086,15.0,0.8,23.8,4.8,0.19005606766346717,0.0699944733051736,0.45010660863210794
348,8.55411063835043E18,0.52,0.6,0.04,0.093,15.0,0.8,23.7,4.8,0.19335950783877756,0.0699944733051736,0.45671348898272873
349,8.55411063835043E18,0.64,0.6,0.06,0.086,15.0,0.8,23.7,4.8,0.07890550550758917,0.11120452962052174,0.2690155406357001
350,8.55411063835043E18,0.64,0.6,0.04,0.086,15.0,0.8,23.7,2.6,0.1315587009013322,0.0699944733051736,0.333111875107838
351,8.55411063835043E18,0.6,0.6,0.04,0.036,15.0,0.8,23.7,4.8,0.0808918072453468,0.0699944733051736,0.23177808779586717
352,8.55411063835043E18,0.64,0.5,0.04,0.024,15.0,0.8,23.7,4.8,0.054899889944353304,0.11505052644573319,0.2248503063344398
353,8.55411063835043E18,0.64,0.6,0.04,0.09,15.0,0.8,23.7,4.8,0.054302152943435586,0.0699944733051736,0.17859877919204475
354,8.55411063835043E18,0.64,0.6,0.04,0.09,15.0,0.8,23.8,4.8,0.05468242165676659,0.0699944733051736,0.17935931661870677
355,8.55411063835043E18,0.64,0.6,0.08,0.086,15.0,0.8,23.8,4.8,0.11040025450616149,0.13883089703735016,0.35963140604967314
356,8.55411063835043E18,0.64,0.6,0.08,0.024,15.0,0.8,23.7,4.8,0.11302033484697128,0.13883089703735016,0.36487156673129273
357,8.55411063835043E18,0.64,0.6,0.04,0.09,38.0,0.8,23.8,4.8,0.39202463083081085,0.0699944733051736,0.8540437349667953
358,8.55411063835043E18,0.64,0.6,0.04,0.041,15.0,0.8,23.7,4.8,0.054302152943435586,0.0699944733051736,0.17859877919204475
359,8.55411063835043E18,0.64,0.6,0.04,0.041,15.0,0.8,23.8,4.8,0.05468242165676659,0.0699944733051736,0.17935931661870677
360,8.55411063835043E18,0.64,0.6,0.04,0.036,15.0,0.8,20.7,4.8,0.1357061976824236,0.0699944733051736,0.3414068686700208
361,8.55411063835043E18,0.64,0.6,0.04,0.097,15.0,0.8,23.7,8.3,0.1492746375154246,0.0699944733051736,0.3685437483360228
362,8.55411063835043E18,0.64,0.6,0.04,0.048,15.0,0.8,23.7,4.8,0.054302152943435586,0.0699944733051736,0.17859877919204475
363,8.55411063835043E18,0.64,0.6,0.04,0.024,15.0,0.8,23.7,14.3,0.30950386045416395,0.0699944733051736,0.6890021942135015
364,8.55411063835043E18,0.64,0.6,0.04,0.036,15.0,1.6,23.7,4.8,0.06634040552126619,0.0699944733051736,0.202675284347706
365,8.55411063835043E18,0.64,0.6,0.04,0.01,15.0,0.8,23.7,14.3,0.30950386045416395,0.0699944733051736,0.6890021942135015
366,8.55411063835043E18,0.64,0.6,0.04,0.052,15.0,0.8,23.7,4.8,0.054302152943435586,0.0699944733051736,0.17859877919204475
367,8.55411063835043E18,0.64,0.6,0.04,0.051,15.0,0.8,22.2,4.8,0.0814832763474879,0.0699944733051736,0.2329610260001494
368,8.55411063835043E18,0.64,0.8,0.04,0.086,15.0,0.8,23.7,4.8,0.06847781194023983,0.1080970930608605,0.24505271694134018
369,8.55411063835043E18,0.64,0.6,0.07,0.036,15.0,0.8,23.7,4.8,0.09638059461480387,0.12426191602754129,0.31702310525714905
370,8.55411063835043E18,0.78,0.6,0.04,0.093,15.0,0.8,23.7,4.8,0.22904400630459235,0.0699944733051736,0.5280824859143582
371,8.55411063835043E18,0.64,0.6,0.03,0.051,15.0,0.8,23.7,4.8,0.05618423353774736,0.15047235898619682,0.26284082606169157
372,8.55411063835043E18,0.64,0.6,0.04,0.024,15.0,0.8,23.7,3.9,0.07176321815350475,0.0699944733051736,0.21352090961218312
373,8.55411063835043E18,0.64,0.6,0.04,0.041,15.0,0.8,23.7,3.9,0.07176321815350475,0.0699944733051736,0.21352090961218312
374,8.55411063835043E18,0.64,0.6,0.04,0.024,15.0,0.8,19.6,4.8,0.17941957974209055,0.0699944733051736,0.4288336327893547
375,8.55411063835043E18,0.64,0.6,0.04,0.041,15.0,0.8,19.6,4.8,0.17941957974209055,0.0699944733051736,0.4288336327893547
