id,seed,protection_coefficient,max_soil_health,salinity_sensitivity_slope,salinity_sterility_threshold,sterility_penalty_rate,max_sterility_penalty,error_yield,fitness
138,4.307923921049272E17,0.65,0.85,0.15,2.5,0.03,0.25,0.07477287718327921,0.37386438591639604
139,4.307923921049272E17,0.45,0.85,0.15,6.4,0.03,0.25,0.04357657930314724,0.2178828965157362
140,4.307923921049272E17,0.45,0.85,0.15,4.0,0.07,0.25,0.04365566983670326,0.21827834918351632
141,4.307923921049272E17,0.45,0.85,0.2,7.0,0.03,0.25,0.04396892836093888,0.2198446418046944
142,4.307923921049272E17,0.45,0.85,0.15,9.1,0.065,0.25,0.047673695506212754,0.23836847753106377
143,4.307923921049272E17,0.45,0.85,0.2,6.4,0.07,0.25,0.0436580895259523,0.2182904476297615
144,4.307923921049272E17,0.45,0.85,0.15,2.5,0.07,0.25,0.043607459205173886,0.21803729602586944
145,4.307923921049272E17,0.45,0.85,0.15,6.4,0.07,0.25,0.04343430587824434,0.2171715293912217
146,4.307923921049272E17,0.45,0.85,0.2,6.4,0.03,0.25,0.04378947731446227,0.21894738657231133
147,4.307923921049272E17,0.45,0.75,0.15,6.4,0.03,0.25,0.14059119822841915,0.7029559911420957
148,4.307923921049272E17,0.45,0.85,0.2,6.4,0.065,0.45,0.0640479229689577,0.32023961484478847
149,4.307923921049272E17,0.45,0.85,0.15,4.3,0.07,0.25,0.04365566983670326,0.21827834918351632
150,4.307923921049272E17,0.5,0.85,0.15,6.4,0.07,0.25,0.0713006611128499,0.3565033055642495
151,4.307923921049272E17,0.5,0.85,0.15,6.4,0.065,0.25,0.0713006611128499,0.3565033055642495
152,4.307923921049272E17,0.5,0.85,0.15,4.0,0.065,0.25,0.07038422166308504,0.3519211083154252
153,4.307923921049272E17,0.5,0.85,0.15,6.4,0.03,0.25,0.07172663068809267,0.3586331534404633
154,4.307923921049272E17,0.45,0.85,0.15,4.8,0.07,0.25,0.04397528476712749,0.21987642383563744
155,4.307923921049272E17,0.45,0.85,0.15,2.5,0.015,0.25,0.04799800366572026,0.2399900183286013
156,4.307923921049272E17,0.45,0.85,0.15,6.4,0.07,0.4,0.055549417738669414,0.2777470886933471
157,4.307923921049272E17,0.45,0.85,0.15,4.3,0.03,0.25,0.04377273998843248,0.2188636999421624
158,4.307923921049272E17,0.45,0.85,0.15,4.3,0.075,0.25,0.04365566983670326,0.21827834918351632
159,4.307923921049272E17,0.45,0.85,0.15,6.4,0.075,0.25,0.04343430587824434,0.2171715293912217
160,4.307923921049272E17,0.45,0.85,0.15,4.0,0.075,0.25,0.04365566983670326,0.21827834918351632
161,4.307923921049272E17,0.45,0.85,0.15,2.5,0.075,0.25,0.04361602972115672,0.2180801486057836
162,4.307923921049272E17,0.45,0.85,0.5,6.4,0.065,0.25,0.046227388243664444,0.23113694121832223
163,4.307923921049272E17,0.35,0.85,0.15,2.5,0.075,0.25,0.05661000882849207,0.2830500441424604
164,4.307923921049272E17,0.45,0.85,0.15,2.5,0.06,0.25,0.04360413400759406,0.2180206700379703
165,4.307923921049272E17,0.45,0.85,0.5,6.4,0.07,0.25,0.046227388243664444,0.23113694121832223
166,4.307923921049272E17,0.25,0.85,0.15,4.0,0.065,0.25,0.07660740589694341,0.3830370294847171
167,4.307923921049272E17,0.45,0.85,0.15,5.5,0.075,0.25,0.04397528476712749,0.21987642383563744
168,4.307923921049272E17,0.45,0.85,0.15,2.5,0.075,0.35,0.05243919731497384,0.2621959865748692
169,4.307923921049272E17,0.45,1.0,0.15,2.5,0.075,0.25,0.1619932229766525,0.8099661148832625
170,4.307923921049272E17,0.45,0.85,0.5,6.4,0.075,0.25,0.046227388243664444,0.23113694121832223
