id,seed,rue_efficiency_factor,pest_infection_prob,pest_daily_increment,daily_water_loss_mm,max_water_capacity,max_toxicity_penalty,error_yield,error_pesticide,error_water,fitness
52,6.583393530656029E18,0.5420177837708925,0.6699999999999999,0.08906300794609234,12.4,94.66300794609234,0.6763973609433841,0.017114429494944877,0.26833171285042956,0.11453433730840082,0.5540103451082792
55,1.6398957382076682E18,0.5420177837708925,0.6699999999999999,0.08906300794609234,12.4,94.66300794609234,0.6763973609433841,0.017122789892206693,0.26713660670879913,0.11453433730840082,0.5528988429392668
54,4.750742346495651E18,0.5420177837708925,0.6699999999999999,0.08906300794609234,12.4,94.66300794609234,0.6763973609433841,0.017146149693846664,0.2666909739102254,0.11453433730840082,0.5526868081570928
59,1.6398957382076682E18,0.36678675242699765,0.6033841065650005,0.087,15.0,63.52774827784995,0.59,0.037801067598952263,0.2334913304164641,0.2888293810126703,0.900331387418657
58,4.750742346495651E18,0.36678675242699765,0.6033841065650005,0.087,15.0,63.52774827784995,0.59,0.03777877866152128,0.23045292497164171,0.2888293810126703,0.8970700925995249
56,6.583393530656029E18,0.36678675242699765,0.6033841065650005,0.087,15.0,63.52774827784995,0.59,0.037795406375231405,0.23274185707340758,0.2888293810126703,0.899525301838392
57,3.993681220280917E18,0.36678675242699765,0.6033841065650005,0.087,15.0,63.52774827784995,0.59,0.0377837581812996,0.2347269486306921,0.2888293810126703,0.9013939114563584
61,3.993681220280917E18,0.5879209519628619,0.44880105773651324,0.07411989422634868,9.058673718243423,86.67320993074013,0.4005358013851975,0.007574129502048704,0.09155728407065311,0.1082758242725299,0.27557440336367006
62,4.750742346495651E18,0.5879209519628619,0.44880105773651324,0.07411989422634868,9.058673718243423,86.67320993074013,0.4005358013851975,0.007585797207940664,0.09007859342083951,0.1082758242725299,0.27421238977277607
63,1.6398957382076682E18,0.5879209519628619,0.44880105773651324,0.07411989422634868,9.058673718243423,86.67320993074013,0.4005358013851975,0.007570017454562546,0.0923270134500081,0.1082758242725299,0.27630301226816345
60,6.583393530656029E18,0.5879209519628619,0.44880105773651324,0.07411989422634868,9.058673718243423,86.67320993074013,0.4005358013851975,0.007565342590120019,0.09198266083292804,0.1082758242725299,0.27591191100665813
67,1.6398957382076682E18,0.3,0.4,0.059000000000000004,8.694523072189284,88.84929235029644,0.1,0.04235534037073452,0.03311861934856579,0.12305227418873323,0.5797242972446442
66,4.750742346495651E18,0.3,0.4,0.059000000000000004,8.694523072189284,88.84929235029644,0.1,0.042349552014495584,0.03465807810727594,0.12305227418873323,0.581205872440965
64,6.583393530656029E18,0.3,0.4,0.059000000000000004,8.694523072189284,88.84929235029644,0.1,0.04235533776511783,0.03425295738129964,0.12305227418873323,0.5808586092212111
65,3.993681220280917E18,0.3,0.4,0.059000000000000004,8.694523072189284,88.84929235029644,0.1,0.04237069478018536,0.032875546912980044,0.12305227418873323,0.5796347689035669
68,6.583393530656029E18,0.784162025355251,0.768625206367282,0.0898625206367282,13.545008254691282,111.08379746447488,0.1,0.0172609967565413,0.3041443850267383,0.15530114222025496,0.6320554948124062
69,3.993681220280917E18,0.784162025355251,0.768625206367282,0.0898625206367282,13.545008254691282,111.08379746447488,0.1,0.017267878713542534,0.3043672014260251,0.15530114222025496,0.6323471307817053
70,4.750742346495651E18,0.784162025355251,0.768625206367282,0.0898625206367282,13.545008254691282,111.08379746447488,0.1,0.0172502630297644,0.30355695997407217,0.15530114222025496,0.6313607324919711
71,1.6398957382076682E18,0.784162025355251,0.768625206367282,0.0898625206367282,13.545008254691282,111.08379746447488,0.1,0.017263284825060343,0.30436720142602475,0.15530114222025496,0.6323011918968832
73,3.993681220280917E18,0.7194743416907223,0.7441239028178706,0.052824780563574106,12.441239028178705,86.48663910584216,0.5755663401374531,0.012930496356597211,0.1762882839086048,0.1228070875682883,0.42840033504286523
72,6.583393530656029E18,0.7194743416907223,0.7441239028178706,0.052824780563574106,12.441239028178705,86.48663910584216,0.5755663401374531,0.01289206285386065,0.1749918975854807,0.1228070875682883,0.4267196136923755
74,4.750742346495651E18,0.7194743416907223,0.7441239028178706,0.052824780563574106,12.441239028178705,86.48663910584216,0.5755663401374531,0.012906016260336889,0.1750121536217795,0.1228070875682883,0.4268794037934367
75,1.6398957382076682E18,0.7194743416907223,0.7441239028178706,0.052824780563574106,12.441239028178705,86.48663910584216,0.5755663401374531,0.01295311137034532,0.1751134338032735,0.1228070875682883,0.427451635075015
79,1.6398957382076682E18,0.5821571783149864,0.8173673975928375,0.087,13.947347951856754,120.0,0.1,0.013558662968292001,0.3152852049910874,0.17070381906781834,0.6215756537418258
76,6.583393530656029E18,0.5821571783149864,0.8173673975928375,0.087,13.947347951856754,120.0,0.1,0.013538376263445494,0.3151231567006972,0.17070381906781834,0.6212107384029705
77,3.993681220280917E18,0.5821571783149864,0.8173673975928375,0.087,13.947347951856754,120.0,0.1,0.013534880032273695,0.31558904553556955,0.17070381906781834,0.6216416649261248
78,4.750742346495651E18,0.5821571783149864,0.8173673975928375,0.087,13.947347951856754,120.0,0.1,0.013514498670256371,0.31552827742667316,0.17070381906781834,0.6213770831970552
80,6.583393530656029E18,0.6570265268088405,0.8238942580729851,0.03342617547389145,10.867444930276337,99.88209227360383,0.5454106910658963,0.009198486630199329,0.09392724031761465,0.08237010228177088,0.2682822089013788
83,1.6398957382076682E18,0.6570265268088405,0.8238942580729851,0.03342617547389145,10.867444930276337,99.88209227360383,0.5454106910658963,0.009193767124639278,0.09404877653540744,0.08237010228177088,0.2683565500635711
82,4.750742346495651E18,0.6570265268088405,0.8238942580729851,0.03342617547389145,10.867444930276337,99.88209227360383,0.5454106910658963,0.009190982201029367,0.09348160751904076,0.08237010228177088,0.2677615318111053
81,3.993681220280917E18,0.6570265268088405,0.8238942580729851,0.03342617547389145,10.867444930276337,99.88209227360383,0.5454106910658963,0.009209575487014132,0.09496029816885435,0.08237010228177088,0.2694261553207665
