id,seed,protection_coefficient,max_soil_health,salinity_sensitivity_slope,salinity_sterility_threshold,sterility_penalty_rate,max_sterility_penalty,error_yield,fitness
128,1.276821374153433E18,0.35,0.85,0.2,3.4,0.085,0.15,0.04634719066514989,0.23173595332574945
129,1.276821374153433E18,0.4,0.85,0.2,3.4,0.095,0.2,0.04433243074718046,0.2216621537359023
130,1.276821374153433E18,0.4,0.85,0.2,3.4,0.065,0.15,0.04384101894775744,0.2192050947387872
131,1.276821374153433E18,0.4,0.85,0.45,3.3,0.09,0.15,0.04844548555876132,0.2422274277938066
132,1.276821374153433E18,0.4,0.85,0.45,3.4,0.085,0.15,0.04844548555876132,0.2422274277938066
133,1.276821374153433E18,0.4,0.85,0.45,3.3,0.095,0.15,0.04844548555876132,0.2422274277938066
134,1.276821374153433E18,0.4,0.85,0.45,3.4,0.06,0.15,0.04844548555876132,0.2422274277938066
135,1.276821374153433E18,0.4,0.85,0.2,3.0,0.06,0.15,0.04384101894775744,0.2192050947387872
136,1.276821374153433E18,0.4,0.85,0.2,3.0,0.09,0.15,0.04384101894775744,0.2192050947387872
137,1.276821374153433E18,0.4,0.85,0.2,3.4,0.095,0.5,0.0967899152173301,0.4839495760866505
138,1.276821374153433E18,0.4,0.85,0.2,3.3,0.03,0.15,0.04389129665840748,0.21945648329203737
139,1.276821374153433E18,0.55,0.85,0.2,3.4,0.06,0.15,0.07503768640977959,0.37518843204889796
140,1.276821374153433E18,0.55,0.85,0.2,3.3,0.085,0.15,0.07503768640977959,0.37518843204889796
141,1.276821374153433E18,0.4,0.8,0.2,3.3,0.06,0.15,0.08510612297335565,0.42553061486677823
142,1.276821374153433E18,0.4,0.8,0.2,3.3,0.085,0.15,0.08510612297335565,0.42553061486677823
143,1.276821374153433E18,0.4,0.75,0.2,3.4,0.085,0.15,0.1396148468968641,0.6980742344843205
144,1.276821374153433E18,0.4,0.85,0.2,3.3,0.045,0.15,0.04384101894775744,0.2192050947387872
145,1.276821374153433E18,0.4,0.8,0.4,3.3,0.085,0.15,0.08932943492919558,0.4466471746459779
146,1.276821374153433E18,0.4,0.8,0.2,3.4,0.09,0.15,0.08510612297335565,0.42553061486677823
