id,seed,daily_ch4_base,ch4_straw_multiplier,leftover_straw_decrease_coefficient,labor_land_prep_hours_manual,labor_pest_management_hours,labor_sowing_manual_hours,labor_fertilizer_manual_hours,labor_spray_manual_hours,daily_labor_water_awd,daily_labor_water_cf,labor_cost_per_hour,pumping_cost_per_mm,fertilizer_unit_price,pesticide_unit_cost,straw_market_price,muddy_harvest_logistics_factor,grain_quality_discount_factor,fungicide_surcharge_factor,error_methane,error_labor,error_income,fitness
330,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.25,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
331,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.2080327522309341,0.0988233172056685,0.12725651086849665,0.43411258030509925
332,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,4.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.2080327522309341,0.12108320600967508,0.12851259555721226,0.4576285537978214
333,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.2080327522309341,0.0988233172056685,0.12725651086849665,0.43411258030509925
334,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
335,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.2080327522309341,0.0988233172056685,0.12725651086849665,0.43411258030509925
336,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.5,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
337,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,9.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.2080327522309341,0.2654899838723393,0.37675404263964074,0.8502767787429142
338,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.01,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
339,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,1.15,1.55,21.0,0.005,1.15,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
340,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.015,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
341,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.5,1.9,2.4,0.15,1.65,21.0,0.02,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
342,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.95,9.0,0.01,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
343,6.937931311661824E17,3.7,1.2,0.88,15.0,26.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.02,1.75,0.84,1.1,0.2080327522309341,0.12382331720566851,0.13437352646386636,0.466229595900469
344,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.5,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
345,6.937931311661824E17,3.7,1.2,0.88,15.0,26.0,5.5,3.0,3.0,1.5,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.2080327522309341,0.12382331720566851,0.13437352646386636,0.466229595900469
346,6.937931311661824E17,3.7,1.2,0.88,15.0,26.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.005,1.1,0.84,1.1,0.2080327522309341,0.12382331720566851,0.13437352646386636,0.466229595900469
347,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.5,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
348,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
349,6.937931311661824E17,3.7,1.2,0.88,29.0,14.0,5.5,3.0,3.0,1.5,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.2080327522309341,0.13096617434852606,0.13762070362491124,0.4766196302043714
350,6.937931311661824E17,3.7,0.15,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.40873368133677584,0.08096617434852586,0.12662894339304243,0.6163287990783441
351,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.8,1.55,21.0,0.005,1.1,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
352,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.005,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
353,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.005,1.15,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
354,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
355,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.7,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
356,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.8,1.1,0.2080327522309341,0.08096617434852586,0.1604424967173137,0.44944142329677367
357,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,0.7,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.2080327522309341,0.3535576351752812,0.5646372664571961,1.1262276538634115
358,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
359,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.7,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
360,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
361,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.005,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
362,6.937931311661824E17,3.1,1.2,0.88,15.0,16.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.20351237296105704,0.0881090314913828,0.12641816579085138,0.4180395702432912
363,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.005,1.4,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
364,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,2.2,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
365,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
366,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
367,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,0.8,21.0,0.005,1.15,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
368,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
369,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,1.05,1.55,21.0,0.02,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
370,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,0.8,21.0,0.005,1.15,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
371,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
372,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.005,1.1,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
373,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,1.25,1.55,9.0,0.01,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
374,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.5,21.0,0.005,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
375,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,0.8,21.0,0.005,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
376,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.5,21.0,0.005,1.15,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
377,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
378,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.1,1.55,21.0,0.005,1.15,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
379,6.937931311661824E17,3.1,1.2,0.88,39.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.20351237296105704,0.16668046006281217,0.16030252840365639,0.5304953614275256
380,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
381,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
382,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,0.75,21.0,0.005,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
383,6.937931311661824E17,3.1,1.2,0.94,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,3.12662396399151,0.08096617434852586,0.12662894339304243,3.3342190817330786
384,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.6,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
385,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.6,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
386,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,0.8,21.0,0.005,1.15,0.84,1.6,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
387,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,0.5,21.0,0.005,1.15,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
388,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
389,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,0.5,21.0,0.005,1.15,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
390,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.15,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
391,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
392,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
393,6.937931311661824E17,2.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.3472763084639509,0.08096617434852586,0.12662894339304243,0.5548714262055192
394,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,0.8,21.0,0.03,1.15,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
395,6.937931311661824E17,2.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.3472763084639509,0.08096617434852586,0.12662894339304243,0.5548714262055192
396,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.1,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
397,6.937931311661824E17,2.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.3472763084639509,0.08096617434852586,0.12662894339304243,0.5548714262055192
398,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.01,1.75,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
399,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.7,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
400,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.015,1.1,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
401,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,7.5,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.20351237296105704,0.2614928168236988,0.23954816526663825,0.704553355051394
402,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.005,1.1,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
403,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.11543673968211868,0.08096617434852586,0.12662894339304243,0.32303185742368695
404,6.937931311661824E17,3.1,1.2,0.88,15.0,18.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,0.8,21.0,0.005,1.15,0.84,1.1,0.20351237296105704,0.09525188863423995,0.12682392386615052,0.4255881854614475
405,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,1.8,0.15,0.8,21.0,0.005,1.15,0.84,1.1,0.20351237296105704,0.08096617434852586,0.3490239974545895,0.6335025447641724
406,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.7,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
407,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.11543673968211868,0.08096617434852586,0.12662894339304243,0.32303185742368695
408,6.937931311661824E17,1.2,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.5289680294624581,0.08096617434852586,0.12662894339304243,0.7365631472040264
409,6.937931311661824E17,1.2,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.5289680294624581,0.08096617434852586,0.12662894339304243,0.7365631472040264
410,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,7.5,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.20351237296105704,0.2614928168236988,0.23954816526663825,0.704553355051394
411,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.11543673968211868,0.08096617434852586,0.12662894339304243,0.32303185742368695
412,6.937931311661824E17,3.1,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.1,0.84,1.1,0.20351237296105704,0.08096617434852586,0.12662894339304243,0.4111074907026253
413,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.11543673968211868,0.08096617434852586,0.12662894339304243,0.32303185742368695
414,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.11543673968211868,0.08096617434852586,0.12662894339304243,0.32303185742368695
415,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.11543673968211868,0.08096617434852586,0.12662894339304243,0.32303185742368695
416,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.11543673968211868,0.08096617434852586,0.12662894339304243,0.32303185742368695
417,6.937931311661824E17,3.1,1.2,0.86,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.3593143613888283,0.08096617434852586,0.12662894339304243,0.5669094791303966
418,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.08096617434852586,0.12662894339304243,0.31503354625015323
419,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,0.55,21.0,0.005,1.75,0.84,1.1,0.11543673968211868,0.08096617434852586,0.12662894339304243,0.32303185742368695
420,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.10743842850858494,0.08096617434852586,0.12662894339304243,0.31503354625015323
421,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,0.55,21.0,0.005,1.1,0.84,1.1,0.11543673968211868,0.08096617434852586,0.12662894339304243,0.32303185742368695
422,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.11543673968211868,0.06558919022154157,0.12243981392071482,0.3034657438243751
423,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,3.0,13.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.11543673968211868,0.4821364909600226,0.49473164759484667,1.092304878236988
424,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,8.0,0.02,1.75,0.84,1.1,0.11543673968211868,0.08096617434852586,0.12662894339304243,0.32303185742368695
425,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.11543673968211868,0.06558919022154157,0.12243981392071482,0.3034657438243751
426,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,8.0,0.005,1.75,0.84,1.1,0.11543673968211868,0.08096617434852586,0.12662894339304243,0.32303185742368695
427,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.08096617434852586,0.12662894339304243,0.31503354625015323
428,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.08096617434852586,0.12662894339304243,0.31503354625015323
429,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.11543673968211868,0.06558919022154157,0.12243981392071482,0.3034657438243751
430,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.08096617434852586,0.12662894339304243,0.31503354625015323
431,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.11543673968211868,0.08096617434852586,0.12662894339304243,0.32303185742368695
432,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.02,1.55,0.84,1.1,0.10743842850858494,0.08096617434852586,0.12662894339304243,0.31503354625015323
433,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,13.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.10953760291995422,0.1294530523702425,0.3464290837987817
434,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,12.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.08096617434852586,0.12662894339304243,0.31503354625015323
435,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.74,1.1,0.11543673968211868,0.06558919022154157,0.2503017810960068,0.43132771099966705
436,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.11543673968211868,0.06558919022154157,0.12243981392071482,0.3034657438243751
437,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
438,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
439,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,3.0,3.0,1.1,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.08096617434852586,0.12662894339304243,0.31503354625015323
440,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,3.0,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.02,1.1,0.84,1.1,0.10743842850858494,0.08096617434852586,0.12662894339304243,0.31503354625015323
441,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
442,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,0.6,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.4051449367625815,0.6255066828139685,1.138090048085135
443,6.937931311661824E17,3.1,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.11543673968211868,0.06558919022154157,0.12243981392071482,0.3034657438243751
