id,seed,daily_ch4_base,ch4_straw_multiplier,leftover_straw_decrease_coefficient,labor_land_prep_hours_manual,labor_pest_management_hours,labor_sowing_manual_hours,labor_fertilizer_manual_hours,labor_spray_manual_hours,daily_labor_water_awd,daily_labor_water_cf,labor_cost_per_hour,pumping_cost_per_mm,fertilizer_unit_price,pesticide_unit_cost,straw_market_price,muddy_harvest_logistics_factor,grain_quality_discount_factor,fungicide_surcharge_factor,error_methane,error_labor,error_income,fitness
102,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.045,1.4,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
103,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
104,6.937931311661824E17,4.2,1.05,0.88,17.0,32.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,8.0,0.045,1.3,0.92,1.1,0.27319977742318957,0.17203760291995504,0.13428606508169647,0.5795234454248411
105,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,8.0,0.01,1.75,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
106,6.937931311661824E17,4.2,1.4,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.92,1.1,0.2758122557344698,0.13989474577709748,0.16126600902817037,0.5769730105397377
107,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
108,6.937931311661824E17,4.2,1.4,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.1,0.2758122557344698,0.13989474577709748,0.16126600902817037,0.5769730105397377
109,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.4,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
110,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.045,1.75,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
111,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.4,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
112,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
113,6.937931311661824E17,4.2,1.05,0.89,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.92,1.1,0.2935808129599385,0.13989474577709748,0.16126600902817037,0.5947415677652064
114,6.937931311661824E17,4.2,1.05,0.89,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.4,0.92,1.1,0.2935808129599385,0.13989474577709748,0.16126600902817037,0.5947415677652064
115,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
116,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,14.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.92,1.1,0.27319977742318957,0.1506090314913832,0.1516493540284391,0.5754581629430118
117,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.4,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
118,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,14.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.92,1.1,0.27319977742318957,0.1506090314913832,0.1516493540284391,0.5754581629430118
119,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,4.5,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.92,1.1,0.27319977742318957,0.18602569815805137,0.154906476133576,0.6141319517148169
120,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.4,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
121,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,8.0,0.045,1.4,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
122,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.4,0.76,1.1,0.27319977742318957,0.13989474577709748,0.29006546092509095,0.703159984125378
123,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,8.0,0.01,1.4,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
124,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,0.4,0.15,1.55,9.0,0.045,1.4,0.92,1.1,0.27319977742318957,0.13989474577709748,1.244653498603475,1.6577480218037621
125,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.2,0.15,1.65,9.0,0.045,1.4,0.92,1.1,0.27319977742318957,0.13989474577709748,0.2557224753155118,0.6688169985157988
126,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.045,1.75,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
127,6.937931311661824E17,4.2,1.05,0.88,32.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.1,0.27319977742318957,0.19346617434852648,0.1203029224300125,0.5869688742017285
128,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,2.25,8.0,0.01,1.75,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
129,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.01,1.4,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
130,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,8.0,0.01,1.85,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
131,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.6,9.0,0.01,1.4,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
132,6.937931311661824E17,4.2,0.8,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.92,1.1,0.2903658290799222,0.13989474577709748,0.16126600902817037,0.5915265838851901
133,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.85,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
134,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.045,1.85,0.92,1.1,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
135,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,13.5,1.2,1.9,2.4,0.15,1.65,8.0,0.01,1.75,0.92,1.1,0.27319977742318957,0.5611235782191695,0.40468814780553747,1.2390115034478966
136,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
137,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
138,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.45,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
139,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.045,1.4,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
140,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.045,1.4,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
141,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,8.0,0.01,1.75,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
142,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,11.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.45,0.22656669543395117,0.3859264918088489,0.40800384156619995,1.020497028809
143,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,8.0,0.045,1.4,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
144,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.45,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
145,6.937931311661824E17,4.2,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.5,0.27319977742318957,0.13989474577709748,0.16126600902817037,0.5743605322284574
146,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,20.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.45,0.22656669543395117,0.17203760291995504,0.13428606508169647,0.5328903634356027
147,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.45,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
148,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,8.0,0.01,1.4,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
149,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,20.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.045,1.4,0.92,1.1,0.22656669543395117,0.17203760291995504,0.13428606508169647,0.5328903634356027
150,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.045,1.75,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
151,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
152,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
153,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,8.0,0.045,1.4,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
154,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,8.0,0.01,1.4,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
155,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.045,1.4,0.92,1.45,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
156,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.3,0.15,1.65,8.0,0.01,1.75,0.92,1.1,0.22656669543395117,0.13989474577709748,0.20630913152424807,0.5727705727352967
157,6.937931311661824E17,3.7,0.7,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.45,0.28741763165730044,0.13989474577709748,0.16126600902817037,0.5885783864625683
158,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
159,6.937931311661824E17,3.7,1.05,0.88,19.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,8.0,0.01,1.4,0.92,1.1,0.22656669543395117,0.14703760291995463,0.15479525192762447,0.5283995502815303
160,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.02,1.4,0.92,1.45,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
161,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.4,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
162,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.13989474577709748,0.14234809030760132,0.5088095315186499
163,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,8.0,0.045,1.4,0.92,1.45,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
164,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,8.0,0.01,1.75,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
165,6.937931311661824E17,3.7,0.75,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.45,0.27761658013756757,0.13989474577709748,0.16126600902817037,0.5787773349428355
166,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.045,1.75,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
167,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.4,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
168,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.1,0.22656669543395117,0.11489474577709749,0.18545617396954697,0.5269176151805957
169,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,1.3,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.13989474577709748,0.5652557086042431,0.9317171498152917
170,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.13989474577709748,0.14234809030760132,0.5088095315186499
171,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,8.0,0.01,1.75,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
172,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.8,1.1,0.22656669543395117,0.13989474577709748,0.20856205973358025,0.5750235009446288
173,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.4,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
174,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.045,1.4,0.92,1.1,0.22656669543395117,0.11489474577709749,0.18545617396954697,0.5269176151805957
175,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
176,6.937931311661824E17,3.7,1.05,0.88,17.0,25.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,8.0,0.01,1.75,0.92,1.1,0.22656669543395117,0.14703760291995463,0.15479525192762447,0.5283995502815303
177,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.4,0.92,1.45,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
178,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.92,1.1,0.22656669543395117,0.11489474577709749,0.18545617396954697,0.5269176151805957
179,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.97,1.1,0.22656669543395117,0.13989474577709748,0.25485257245232595,0.6213140136633746
180,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,1.25,1.65,9.0,0.01,1.75,0.92,1.1,0.22656669543395117,0.13989474577709748,0.16126600902817037,0.527727450239219
181,6.937931311661824E17,3.7,0.45,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.3400704101021273,0.13989474577709748,0.14234809030760132,0.6223132461868262
182,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.45,0.22656669543395117,0.11489474577709749,0.18545617396954697,0.5269176151805957
183,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.1,0.22656669543395117,0.11489474577709749,0.18545617396954697,0.5269176151805957
184,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.045,1.4,0.92,1.45,0.22656669543395117,0.11489474577709749,0.18545617396954697,0.5269176151805957
185,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
186,6.937931311661824E17,3.7,1.05,0.88,17.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.045,1.4,0.92,1.1,0.22656669543395117,0.10775188863423994,0.19272145884165737,0.5270400429098485
187,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.13989474577709748,0.14234809030760132,0.5088095315186499
188,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
189,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
190,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
191,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.13989474577709748,0.14234809030760132,0.5088095315186499
192,6.937931311661824E17,3.7,1.05,0.9,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.045,1.4,0.92,1.1,0.2979576637907219,0.11489474577709749,0.18545617396954697,0.5983085835373664
193,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.13989474577709748,0.14234809030760132,0.5088095315186499
194,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.13989474577709748,0.14234809030760132,0.5088095315186499
195,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
196,6.937931311661824E17,3.7,1.05,0.92,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.9806961084206635,0.13989474577709748,0.14234809030760132,1.2629389445053623
197,6.937931311661824E17,3.7,1.05,0.88,46.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.21846617434852708,0.20597727721132736,0.6510101469938057
198,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
199,6.937931311661824E17,3.7,1.05,0.88,17.0,23.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.13989474577709748,0.14234809030760132,0.5088095315186499
200,6.937931311661824E17,3.7,1.05,0.96,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,7.934398815946941,0.11489474577709749,0.13104095440983485,8.180334516133874
201,6.937931311661824E17,3.7,0.95,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.2418377053151023,0.11489474577709749,0.13104095440983485,0.48777340550203463
202,6.937931311661824E17,3.7,0.95,0.88,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.2418377053151023,0.11489474577709749,0.13104095440983485,0.48777340550203463
203,6.937931311661824E17,3.7,0.95,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.2418377053151023,0.11489474577709749,0.13104095440983485,0.48777340550203463
204,6.937931311661824E17,3.7,0.95,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.2418377053151023,0.11489474577709749,0.13104095440983485,0.48777340550203463
205,6.937931311661824E17,3.7,0.95,0.88,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.2418377053151023,0.11489474577709749,0.13104095440983485,0.48777340550203463
206,6.937931311661824E17,3.7,0.95,0.88,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.2418377053151023,0.11489474577709749,0.13104095440983485,0.48777340550203463
207,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
208,6.937931311661824E17,3.7,0.95,0.88,21.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.2418377053151023,0.12918046006281136,0.13676264514735692,0.5077808105252706
209,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.7,1.0,2.4,0.15,1.55,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.21099811136575844,0.395184884243712,0.8327496910434216
210,6.937931311661824E17,3.7,0.95,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,30.0,0.02,1.75,0.84,1.1,0.2418377053151023,0.11489474577709749,0.13104095440983485,0.48777340550203463
211,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,30.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
212,6.937931311661824E17,3.7,1.05,0.96,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.02,1.75,0.84,1.1,7.934398815946941,0.11489474577709749,0.13104095440983485,8.180334516133874
213,6.937931311661824E17,4.5,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.02,1.75,0.84,1.1,0.31774852668512354,0.11489474577709749,0.13104095440983485,0.5636842268720559
214,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,30.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
215,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,16.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.13275188863424014,0.1385086667147284,0.4978272507829197
