id,seed,rue_efficiency_factor,pest_infection_prob,pest_daily_increment,toxicity_per_straw_unit,solar_rad_threshold,max_diffuse_bonus,max_light_limit,steepness_factor,max_water_capacity,lateral_leakage_coefficient,water_excess_coefficient,error_yield,error_pesticide,error_fertilizer,error_water,fitness
94,5.634146725104134E18,0.69,0.6,0.04,0.014,12.4,0.32,20.6,3.4,83.0,0.006,0.33,0.05167813974572645,0.04934237950392062,0.1972895903024307,0.0792095826297423,0.5842322511647259
95,5.634146725104134E18,0.68,0.6,0.04,0.014,14.1,0.32,20.6,3.4,83.0,0.006,0.51,0.043459532475081705,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.5205036946285845
96,5.634146725104134E18,0.68,0.6,0.04,0.014,14.1,0.32,21.5,4.8,80.0,0.006,0.33,0.05376366786008771,0.04934237950392062,0.1972895903024307,0.06835854899542107,0.583808858102211
97,5.634146725104134E18,0.68,0.6,0.04,0.011,18.9,0.12,20.6,3.4,83.0,0.006,0.51,0.045026561071063,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.528338837608491
98,5.634146725104134E18,0.68,0.6,0.04,0.014,17.8,0.1,20.6,4.8,80.0,0.006,0.33,0.08178578559711999,0.04934237950392062,0.1972895903024307,0.06835854899542107,0.7239194467873724
99,5.634146725104134E18,0.68,0.6,0.04,0.011,18.9,0.32,21.5,4.8,80.0,0.006,0.51,0.04195279110438356,0.04934237950392062,0.1972895903024307,0.04601293034407605,0.5024088556723452
100,5.634146725104134E18,0.68,0.6,0.04,0.011,18.9,0.32,21.5,3.4,83.0,0.006,0.33,0.08632626159366821,0.04934237950392062,0.1972895903024307,0.0792095826297423,0.7574728604044347
101,5.634146725104134E18,0.68,0.6,0.04,0.014,12.4,0.32,20.6,3.4,83.0,0.006,0.51,0.04434525581178059,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.524932311312079
102,5.634146725104134E18,0.69,0.6,0.04,0.014,14.1,0.12,20.6,3.4,108.0,0.006,0.51,0.05124675541356368,0.04934237950392062,0.1972895903024307,0.13253266126233548,0.6353984081365052
103,5.634146725104134E18,0.69,0.6,0.04,0.014,14.1,0.32,20.6,7.7,83.0,0.006,0.33,0.16872752492221715,0.04934237950392062,0.1972895903024307,0.0792095826297423,1.1694791770471793
104,5.634146725104134E18,0.69,0.6,0.04,0.011,18.9,0.32,21.5,4.8,80.0,0.006,0.33,0.050090036463314044,0.04934237950392062,0.1972895903024307,0.06835854899542107,0.5654407011183427
105,5.634146725104134E18,0.69,0.6,0.04,0.011,18.9,0.32,21.5,4.8,80.0,0.006,0.51,0.04708766248667609,0.04934237950392062,0.1972895903024307,0.04601293034407605,0.5280832125838077
106,5.634146725104134E18,0.68,0.6,0.04,0.011,18.9,0.12,20.6,4.8,80.0,0.006,0.51,0.07159006106614535,0.04934237950392062,0.1972895903024307,0.04601293034407605,0.6505952054811541
107,5.634146725104134E18,0.68,0.6,0.04,0.011,18.9,0.32,21.5,3.4,83.0,0.006,0.51,0.08816133107841062,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.744012687645229
108,5.634146725104134E18,0.68,0.6,0.1,0.014,14.1,0.12,20.6,3.4,83.0,0.006,0.51,0.14239357894506946,0.1709099898766904,0.1972895903024307,0.05657406244682461,1.136741537351293
109,5.634146725104134E18,0.68,0.6,0.04,0.011,18.9,0.32,20.6,3.4,83.0,0.006,0.51,0.05203130273977396,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.5633625459520457
110,5.634146725104134E18,0.68,0.6,0.04,0.014,14.1,0.12,21.5,4.8,80.0,0.006,0.51,0.052592012900588486,0.04934237950392062,0.1972895903024307,0.04601293034407605,0.5556049646533697
111,5.634146725104134E18,0.68,0.6,0.04,0.011,18.9,0.32,21.5,4.8,80.0,0.073,0.33,0.04306864441531981,0.04934237950392062,0.1972895903024307,0.48513846426280477,0.9471136561457552
112,5.634146725104134E18,0.69,0.6,0.04,0.014,14.1,0.12,21.5,4.8,80.0,0.073,0.33,0.04948948809651081,0.04934237950392062,0.1972895903024307,0.48513846426280477,0.9792178745517102
113,5.634146725104134E18,0.69,0.6,0.04,0.011,18.9,0.32,21.5,4.8,80.0,0.073,0.33,0.047733432387086376,0.04934237950392062,0.1972895903024307,0.48513846426280477,0.970437596004588
114,5.634146725104134E18,0.69,0.6,0.04,0.014,14.1,0.12,20.6,4.8,83.0,0.006,0.51,0.06906935978142414,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.6485528311602967
115,5.634146725104134E18,0.68,0.6,0.04,0.014,18.9,0.32,21.5,4.8,80.0,0.006,0.33,0.046801797045351964,0.04934237950392062,0.1972895903024307,0.06835854899542107,0.5489995040285323
116,5.634146725104134E18,0.68,0.6,0.04,0.011,14.1,0.32,20.6,3.4,83.0,0.006,0.51,0.043459532475081705,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.5205036946285845
117,5.634146725104134E18,0.68,0.6,0.04,0.014,12.4,0.32,20.6,3.4,83.0,0.095,0.51,0.0435846887001603,0.04934237950392062,0.1972895903024307,0.6696749600970225,1.1342303734041754
118,5.634146725104134E18,0.68,0.6,0.05,0.014,14.1,0.32,20.6,3.4,83.0,0.006,0.51,0.0513282363983419,0.08500338093071816,0.1972895903024307,0.05657406244682461,0.595508215671683
119,5.634146725104134E18,0.69,0.6,0.04,0.014,12.4,0.32,20.6,3.4,83.0,0.006,0.51,0.048251832863974074,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.5444651965730463
